synsetId	ili	partOfSpeech	lexfile	members	definition	exampleCount
awn4-00021803-a	i103	a			مطابق تماماً أو تقريباً للواقع أو لمعيار معين أو يؤدي بدقة تامة	4
awn4-00021819-v	i21874	v			التخدير باستخدام مادة الكلوروفورم	1
awn4-00021914-n	i35571	n			أي مادة (مثل عنصر كيميائي أو مركب غير عضوي) يمكن أن يمتصها النبات الأخضر ويستخدمها في التخليق العضوي	0
awn4-00021990-v	i21875	v			التخدير الموضعي عن طريق التبريد الشديد	0
awn4-00022092-v	i21876	v			استدعى إلى الذهن	1
awn4-00022119-n	i35572	n			شيء من صنع الإنسان يُؤخَذ ككلّ متكامل	0
awn4-00022156-r	i18265	r			في وقت غير محدد أو غير مصرح به	3
awn4-00022256-s	i104	s			يتميّز بالإخلاص للأصل؛ مُطابِق للنصّ الأصليّ	0
awn4-00022309-v	i21877	v			جعله هادئًا أو ساكنًا كما لو كان بإعطاء مهدئ	1
awn4-00022332-r	i18266	r			في مناسبات معينة أو في حالات معينة ولكن ليس دائماً	3
awn4-00022474-s	i105	s			دقيق ومباشر في الصميم	0
awn4-00022585-r	i18267	r			بنفس الدرجة (غالباً ما تتبع بـ 'مثل')	4
awn4-00022679-v	i21878	v			تسبب في أن يكون يقظًا وحيويًا	2
awn4-00022717-s	i106	s			يتّسم بالحدّ الأدنى من التشويه في إعادة إنتاج الصوت	0
awn4-00022855-r	i18268	r			من الماضي البعيد أو البعيد نسبياً	5
awn4-00022889-s	i107	s			يُنفَّذ بدقّة بالغة	0
awn4-00022999-s	i108	s			مُتوافق مع الحقائق والوقائع	0
awn4-00023083-n	i35573	n			واحد من فئة من المصنوعات اليدوية	1
awn4-00023157-s	i109	s			مُوضَّع أو مُوجَّه بدقّة نحو الهدف	0
awn4-00023171-r	i18269	r			إلى درجة ما	1
awn4-00023237-v	i21879	v			حرم من الطاقة	0
awn4-00023280-n	i35574	n			سمة من سمات الحياة العقليّة والنفسيّة للكائن الحيّ	0
awn4-00023283-r	i18270	r			لجميع الأغراض العملية ولكن ليس تماماً	2
awn4-00023315-s	i110	s			دقيق بشكل تامّ	0
awn4-00023373-v	i21880	v			حقن بالطاقة النفسية (الليبيدو)	0
awn4-00023420-a	i111	a			يحتوي على أخطاء	2
awn4-00023451-n	i35575	n			الناتج النفسيّ للإدراك الحسّيّ والتعلُّم والاستدلال	0
awn4-00023466-v	i21881	v			اكتسب أو استعاد الطاقة	1
awn4-00023528-r	i18272	r			بطريقة راحية (تشبه راحة اليد)	1
awn4-00023622-r	i18273	r			بطريقة متناقضة	1
awn4-00023639-v	i21882	v			فقد الوعي بسبب الضعف أو الضيق الجسدي أو العاطفي نتيجة لنقص إمدادات الدم إلى الدماغ	0
awn4-00023695-s	i112	s			(في البيسبول) على الجانب البعيد من قاعدة اللاعب	0
awn4-00023771-r	i18274	r			بطريقة طفيلية	0
awn4-00023852-r	i18275	r			بطريقة متوافقة أو مطابقة	0
awn4-00023861-v	i21883	v			فقد الوعي بسبب صدمة مفاجئة، على سبيل المثال	0
awn4-00023894-s	i113	s			يتّسم بالأخطاء؛ لا يتّفق مع النموذج أو القواعد المُقرَّرة	0
awn4-00023933-r	i18276	r			بطريقة تقليدية	1
awn4-00023953-n	i35576	n			السمة النفسية التي تثير الكائن الحي للقيام بفعل نحو هدف منشود؛ سبب الفعل	2
awn4-00024040-v	i21884	v			عاد إلى الوعي	2
awn4-00024080-r	i18277	r			بطريقة غير تقليدية	1
awn4-00024180-s	i114	s			لا يُوثَق به	0
awn4-00024234-r	i18278	r			بطريقة تسبب المرض	0
awn4-00024272-v	i21885	v			أعطى حياة جديدة أو طاقة لـ	3
awn4-00024282-s	i115	s			غير مُصيب للهدف؛ مُنحرِف عنه	0
awn4-00024317-r	i18279	r			بطريقة تصويرية	1
awn4-00024432-r	i18280	r			نفي كلمة أو مجموعة من الكلمات	6
awn4-00024444-n	i35577	n			تجريد ينتمي إلى كيان أو يميّزه	0
awn4-00024458-a		a			لديه عادة أو متكيف مع	3
awn4-00024616-r	i18281	r			بأي حال من الأحوال؛ لأي درجة	1
awn4-00024642-v	i21886	v			جعله منعشاً مرة أخرى	0
awn4-00024701-s	i117	s			في عادة فعل شيء ما	0
awn4-00024715-r	i18282	r			تستخدم للتعبير عن الرفض أو الإنكار أو عدم الموافقة وما إلى ذلك أو خاصة لتأكيد بيان سلبي	1
awn4-00024807-v	i21887	v			أصبح أو جعل نفسه منتعشاً مرة أخرى	1
awn4-00024868-r	i18283	r			لأي درجة أو مدى	1
awn4-00024900-n	i35578	n			الكيفيّة التي يكون عليها الشيء من حيث صفاته الرئيسيّة	0
awn4-00024914-a		a			غير متعود على؛ غير مألوف لديه	1
awn4-00024946-r	i18284	r			ليس بأي درجة أو طريقة؛ على الإطلاق	1
awn4-00025027-v	i21888	v			غسل وجهه ويديه	1
awn4-00025041-r	i18285	r			على الإطلاق أو بأي حال من الأحوال	4
awn4-00025079-s	i119	s			(يُتبَع عادة بـ على) غير مألوف لديه	0
awn4-00025196-v	i21889	v			جعله متوترًا وغير مرتاح أو عصبيًا أو قلقًا	1
awn4-00025245-s		s			نادرًا ما يتعرّض له	0
awn4-00025252-r	i18286	r			بعد بيان سلبي تستخدم كأداة توكيد تعني شيئاً مثل 'بالمثل' أو 'أيضاً'	3
awn4-00025351-a	i121	a			كونه أو يحتوي على حمض؛ محلول يحتوي على فائض من ذرات الهيدروجين (أس هيدروجيني أقل من 7)	0
awn4-00025503-r	i18287	r			للغاية (تستخدم للتوكيد، وأحياناً تكون عامية أو غير مهذبة)	2
awn4-00025503-v	i21890	v			لوى (جزءاً من الجسم) في وضعية مؤلمة	1
awn4-00025583-s	i122	s			له خصائص الحمض	0
awn4-00025647-v	i21891	v			تسبب في الشعور بالاسترخاء	1
awn4-00025699-r	i18288	r			في أو عند أو إلى أي مكان	1
awn4-00025746-s	i123	s			يُنتِج حمضًا في محلول مائيّ	0
awn4-00025841-a	i124	a			يتعلق بـ أو يحتوي على مادة قلوية؛ له أس هيدروجيني أكبر من 7	1
awn4-00025873-r	i18289	r			ليس في أي مكان؛ في أو عند أو إلى لا مكان	1
awn4-00025968-r	i18290	r			في أو عند أو إلى مكان ما	1
awn4-00025978-v	i21892	v			تحرر من الإجهاد العقلي أو التوتر أو الرسميات	1
awn4-00026137-r	i18291	r			إلى أو في أي أو كل الأماكن	4
awn4-00026146-v	i21893	v			أصبح متوتراً أو عصبياً أو قلقاً	1
awn4-00026164-s	i125	s			يميل إلى القلويّة؛ قلويّ بدرجة طفيفة	0
awn4-00026281-s	i126	s			يتعلّق بالقاعدة الكيميائيّة أو يحتوي عليها أو من طبيعتها	0
awn4-00026378-v	i21894	v			أصبح أقل توتراً، أو استراح، أو أخذ قسطاً من الراحة	2
awn4-00026390-n	i35579	n			تجربة الحالات الوجدانية والعاطفية	3
awn4-00026407-s	i127	s			يُنتِج قاعدة في محلول مائيّ	0
awn4-00026470-r	i18292	r			في كل مكان (عالياً ومنخفضاً)	1
awn4-00026501-s	i128	s			يُشبِه مُركَّبًا يتكوّن من استبدال الهيدروجين في الحمض بمعدن	0
awn4-00026546-r	i18293	r			بطريقة أو أسلوب غير محدد؛ أو بوسيلة غير محددة	3
awn4-00026628-a	i129	a			له خصائص كل من الحمض والقاعدة وقادر على التفاعل كأي منهما	0
awn4-00026727-v	i21895	v			انخرط في استرخاء سلبي	1
awn4-00026794-r	i18294	r			لسبب غير محدد	2
awn4-00026819-a	i130	a			ينمو بقوة في بيئة حمضية نسبياً (خاصة النباتات التي تتطلب درجة حموضة أقل بكثير من 7)	0
awn4-00026934-v	i21896	v			استقر في وضع جلوس مريح	0
awn4-00026948-r	i18295	r			تستخدم للإشارة إلى أن بياناً يشرح أو يدعم بياناً سابقاً	7
awn4-00027008-s	i131	s			ينمو جيّدًا في وسط حمضيّ، خاصّة بعض البكتيريا	0
awn4-00027057-v	i21897	v			جعل الجسم مرنًا عن طريق التمدد، كتحضير لنشاط بدني شاق	0
awn4-00027187-a	i132	a			ينمو بقوة في بيئة قلوية نسبياً؛ (خاصة النباتات التي تتطلب درجة حموضة أعلى من 7)	0
awn4-00027261-v	i21898	v			مد أطرافه أو عضلاته، أو الجسم بأكمله	2
awn4-00027360-a	i133	a			تم التعرف عليه أو الإعلان عنه أو الإقرار به	3
awn4-00027365-n	i35580	n			نقطة أو حيّز في المكان	0
awn4-00027470-r	i18296	r			في الحالة الفعلية للأمور وغالباً ما تكون عكس التوقعات	1
awn4-00027563-v	i21899	v			مد بالكامل (اليدين والرجلين)	1
awn4-00027635-r	i18297	r			بأي طريقة كانت	2
awn4-00027698-v	i21900	v			دفع أو مد للخارج	3
awn4-00027712-s	i134	s			حائز على القبول العامّ أو يفرض الاعتراف	0
awn4-00027761-r	i18298	r			على الرغم من أي شيء مخالف (تسبق عادة التنازل)	4
awn4-00027946-s	i135	s			اعترف بأمرٍ يخصّه طوعًا	0
awn4-00028003-v	i21901	v			مد المفصل إلى ما بعد نطاقه الطبيعي	1
awn4-00028005-n	i35581	n			الترتيب المكاني لشيء ما بشكل متميز عن مادته	1
awn4-00028121-s	i136	s			مقبول على أنّه حقيقيّ دون دليل	0
awn4-00028160-v	i21902	v			مد (العنق) للتمكن من الرؤية بشكل أفضل	1
awn4-00028191-r	i18299	r			حتى الوقت الحاضر	2
awn4-00028294-s	i137	s			يجب التصريح به أو الإعلان عنه	0
awn4-00028314-r	i18300	r			تستخدم في الجمل المنفية لوصف موقف كان قائماً حتى هذه النقطة أو حتى الوقت الحاضر	2
awn4-00028355-v	i21903	v			منح القوة أو الحيوية لـ	1
awn4-00028393-s	i138	s			مُعتَرف به بوصفه افتراضًا	0
awn4-00028468-n	i35582	n			تواصل التجربة الذي تمر فيه الأحداث من المستقبل عبر الحاضر إلى الماضي	3
awn4-00028558-v	i21904	v			غير تعابير وجهه ببسط الشفتين، غالباً للإشارة إلى السرور	0
awn4-00028584-s	i139	s			يُقدَّم أو يُقبَل عادةً على أنّه صحيح دون أدلّة قاطعة	0
awn4-00028594-r	i18301	r			تستخدم بعد صيغة التفضيل	2
awn4-00028715-r	i18302	r			باستثناء أن	1
awn4-00028785-a	i140	a			غير معترف به أو غير مُقر به	0
awn4-00028820-r	i18303	r			بأي طريقة أو أسلوب	2
awn4-00028869-v	i21905	v			أظهر الغمازات أثناء الابتسام	1
awn4-00028950-n	i35583	n			المدى غير المحدود الذي يقع فيه كل شيء	2
awn4-00028974-r	i18304	r			إلى أي درجة أو مدى	2
awn4-00028980-s	i141	s			له قيمة لا يُعتَرف بها	0
awn4-00029018-v	i21906	v			سحب الشفتين وأظهر الأسنان في ابتسامة أو تكشيرة	0
awn4-00029097-s	i142	s			لا يُفصَح عنه علنًا	0
awn4-00029193-r	i18305	r			على النقيض؛ من ناحية أخرى	1
awn4-00029207-v	i21907	v			ابتسم بإشراق؛ عبر عن الفرح من خلال تعبير الوجه	0
awn4-00029221-s	i143	s			لم يُعتَرف به أو يُقَرّ به	0
awn4-00029306-n	i35584	n			الفضاء المادي المستقل عما يشغله	0
awn4-00029319-r	i18306	r			بلا مبالاة أو بدون اكتئاب	1
awn4-00029329-s	i144	s			لم يُتعرَّف عليه أو يُقَرّ به	0
awn4-00029329-v	i21908	v			ابتسم بطريقة متصنعة أو ساخرة	0
awn4-00029413-n	i35585	n			(الفيزياء) فضاء مثالي تمثل فيه الأبعاد الإحداثية المتغيرات المطلوبة لوصف نظام أو مادة	1
awn4-00029433-r	i18307	r			طرح نقطة إضافية؛ على أي حال	2
awn4-00029456-a	i145	a			حريص على اكتساب وامتلاك الأشياء خاصة الممتلكات المادية أو الأفكار	2
awn4-00029511-v	i21909	v			ابتسم باحتقار	0
awn4-00029623-v	i21910	v			ضحك بصوت عالٍ وخشن	0
awn4-00029674-r	i18308	r			بأسلوب الفوغا الموسيقي	0
awn4-00029677-n	i35586	n			شيء يقع في مكان وزمان محدّدَيْن	0
awn4-00029735-v	i21911	v			ضحك ضحكة عميقة ومن القلب	0
awn4-00029763-r	i18309	r			للدلالة على معلومات إضافية	3
awn4-00029829-v	i21912	v			ضحك دون كبح وبحرارة	0
awn4-00029882-s	i146	s			يتّسم بالتجميع والتكديس	0
awn4-00029976-n	i35587	n			ظاهرة مستمرّة أو ظاهرة تتميّز بتغيّرات تدريجيّة عبر سلسلة من الحالات	0
awn4-00030003-v	i21913	v			ضحك بهدوء	0
awn4-00030035-r	i18310	r			إلى أو عند مسافة أكبر في الزمان أو المكان	6
awn4-00030046-s	i147	s			شديد الرغبة بشكل مفرط في اكتساب الثروة وغيرها	0
awn4-00030135-v	i21914	v			ضحك بتوتر	1
awn4-00030359-v	i21915	v			ضحك بلا انقطاع	0
awn4-00030381-r	i18311	r			إلى أو عند مدى أو درجة أكبر أو مرحلة أكثر تقدماً	6
awn4-00030456-v	i21916	v			أضعف أو دمر الروح أو الجسد	2
awn4-00030621-s	i148	s			شديد الرغبة في التملّك والامتلاك	0
awn4-00030640-v	i21917	v			انهار بسبب التعب أو المرض أو هجوم مفاجئ	0
awn4-00030657-n	i35588	n			شيء يفعله الناس أو يتسبّبون في حدوثه	0
awn4-00030814-s	i149	s			يأخذ ما يريده بالقوّة	0
awn4-00030839-r	i18312	r			بالإضافة أو علاوة على ذلك	3
awn4-00030846-v	i21918	v			انهاروا أو ماتوا أو سقطوا بأعداد كبيرة وبسرعة	1
awn4-00030911-s	i150	s			يعيش على استغلال الآخرين لتحقيق مكاسب شخصيّة	0
awn4-00031050-r	i18313	r			إلى أقصى مسافة في المكان أو الزمان	3
awn4-00031061-v	i21919	v			عانى من تقلص مؤلم ومفاجئ للعضلة	0
awn4-00031174-v	i21920	v			أصاب بتشنج أو ما يشبه التشنج	0
awn4-00031251-s	i151	s			جشع وطمّاع بشكل مُفرِط	0
awn4-00031270-v	i21921	v			سقط للأمام وللأسفل	1
