type	subtag	tag	preferredValue	suppressScript	macrolanguage	scope	deprecated	added	prefix	description
language	nch							2009-07-29		Central Huasteca Nahuatl
language	nci							2009-07-29		Classical Nahuatl
language	ncj							2009-07-29		Northern Puebla Nahuatl
language	nck							2009-07-29		Na-kara
language	ncl							2009-07-29		Michoacán Nahuatl
language	ncm							2009-07-29		Nambo
language	ncn							2009-07-29		Nauna
language	nco							2009-07-29		Sibe
language	ncp		kdz				2018-03-08	2009-07-29		Ndaktup
language	ncq							2017-02-23		Northern Katang
language	ncr							2009-07-29		Ncane
language	ncs							2009-07-29		Nicaraguan Sign Language
language	nct							2009-07-29		Chothe Naga
language	ncu							2009-07-29		Chumburung
language	ncx							2009-07-29		Central Puebla Nahuatl
language	ncz							2009-07-29		Natchez
language	nd			Latn				2005-10-16		North Ndebele
language	nda							2009-07-29		Ndasa
language	ndb							2009-07-29		Kenswei Nsei
language	ndc							2009-07-29		Ndau
language	ndd							2009-07-29		Nde-Nsele-Nta
language	ndf							2009-07-29		Nadruvian
language	ndg							2009-07-29		Ndengereko
language	ndh							2009-07-29		Ndali
language	ndi							2009-07-29		Samba Leko
language	ndj							2009-07-29		Ndamba
language	ndk							2009-07-29		Ndaka
language	ndl							2009-07-29		Ndolo
language	ndm							2009-07-29		Ndam
language	ndn							2009-07-29		Ngundi
language	ndp							2009-07-29		Ndo
language	ndq							2009-07-29		Ndombe
language	ndr							2009-07-29		Ndoola
language	nds			Latn				2005-10-16		Low German | Low Saxon
language	ndt							2009-07-29		Ndunga
language	ndu							2009-07-29		Dugun
language	ndv							2009-07-29		Ndut
language	ndw							2009-07-29		Ndobo
language	ndx							2009-07-29		Nduga
language	ndy							2009-07-29		Lutos
language	ndz							2009-07-29		Ndogo
language	ne			Deva		macrolanguage		2005-10-16		Nepali (macrolanguage)
language	nea							2009-07-29		Eastern Ngad'a
language	neb							2009-07-29		Toura (Côte d'Ivoire)
language	nec							2009-07-29		Nedebang
language	ned							2009-07-29		Nde-Gbite
language	nee							2009-07-29		Nêlêmwa-Nixumwak
language	nef							2009-07-29		Nefamese
language	neg							2009-07-29		Negidal
language	neh							2009-07-29		Nyenkha
language	nei							2009-07-29		Neo-Hittite
language	nej							2009-07-29		Neko
language	nek							2009-07-29		Neku
language	nem							2009-07-29		Nemi
language	nen							2009-07-29		Nengone
language	neo							2009-07-29		Ná-Meo
language	neq							2009-07-29		North Central Mixe
language	ner							2009-07-29		Yahadian
language	nes							2009-07-29		Bhoti Kinnauri
language	net							2009-07-29		Nete
language	neu							2012-08-12		Neo
language	nev							2009-07-29		Nyaheun
language	new							2005-10-16		Nepal Bhasa | Newar | Newari
language	nex							2009-07-29		Neme
language	ney							2009-07-29		Neyo
language	nez							2009-07-29		Nez Perce
language	nfa							2009-07-29		Dhao
language	nfd							2009-07-29		Ahwai
language	nfl							2009-07-29		Ayiwo | Äiwoo
language	nfr							2009-07-29		Nafaanra
language	nfu							2009-07-29		Mfumte
language	ng							2005-10-16		Ndonga
language	nga							2009-07-29		Ngbaka
language	ngb							2009-07-29		Northern Ngbandi
language	ngc							2009-07-29		Ngombe (Democratic Republic of Congo)
language	ngd							2009-07-29		Ngando (Central African Republic)
language	nge							2009-07-29		Ngemba
language	ngf					collection		2009-07-29		Trans-New Guinea languages
language	ngg							2009-07-29		Ngbaka Manza
language	ngh							2009-07-29		Nǁng
language	ngi							2009-07-29		Ngizim
language	ngj							2009-07-29		Ngie
language	ngk							2009-07-29		Dalabon
language	ngl							2009-07-29		Lomwe
language	ngm							2009-07-29		Ngatik Men's Creole
language	ngn							2009-07-29		Ngwo
language	ngo						2021-02-20	2009-07-29		Ngoni
language	ngp							2009-07-29		Ngulu
language	ngq							2009-07-29		Ngurimi | Ngoreme
language	ngr							2009-07-29		Engdewu
language	ngs							2009-07-29		Gvoko
language	ngt							2009-07-29		Kriang | Ngeq
language	ngu							2009-07-29		Guerrero Nahuatl
language	ngv							2009-07-29		Nagumi
language	ngw							2009-07-29		Ngwaba
language	ngx							2009-07-29		Nggwahyi
language	ngy							2009-07-29		Tibea
language	ngz							2009-07-29		Ngungwel
language	nha							2009-07-29		Nhanda
language	nhb							2009-07-29		Beng
language	nhc							2009-07-29		Tabasco Nahuatl
language	nhd				gn			2009-07-29		Chiripá | Ava Guaraní
language	nhe							2009-07-29		Eastern Huasteca Nahuatl
language	nhf							2009-07-29		Nhuwala
language	nhg							2009-07-29		Tetelcingo Nahuatl
language	nhh							2009-07-29		Nahari
language	nhi							2009-07-29		Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
language	nhk							2009-07-29		Isthmus-Cosoleacaque Nahuatl
language	nhm							2009-07-29		Morelos Nahuatl
language	nhn							2009-07-29		Central Nahuatl
language	nho							2009-07-29		Takuu
language	nhp							2009-07-29		Isthmus-Pajapan Nahuatl
language	nhq							2009-07-29		Huaxcaleca Nahuatl
language	nhr							2009-07-29		Naro
language	nht							2009-07-29		Ometepec Nahuatl
language	nhu							2009-07-29		Noone
language	nhv							2009-07-29		Temascaltepec Nahuatl
language	nhw							2009-07-29		Western Huasteca Nahuatl
language	nhx							2009-07-29		Isthmus-Mecayapan Nahuatl
language	nhy							2009-07-29		Northern Oaxaca Nahuatl
language	nhz							2009-07-29		Santa María La Alta Nahuatl
language	nia							2005-10-16		Nias
language	nib							2009-07-29		Nakame
language	nic					collection		2005-10-16		Niger-Kordofanian languages
language	nid							2009-07-29		Ngandi
language	nie							2009-07-29		Niellim
language	nif							2009-07-29		Nek
language	nig							2009-07-29		Ngalakgan
language	nih							2009-07-29		Nyiha (Tanzania)
language	nii							2009-07-29		Nii
language	nij							2009-07-29		Ngaju
language	nik							2009-07-29		Southern Nicobarese
language	nil							2009-07-29		Nila
language	nim							2009-07-29		Nilamba
language	nin							2009-07-29		Ninzo
language	nio							2009-07-29		Nganasan
language	niq				kln			2009-07-29		Nandi
language	nir							2009-07-29		Nimboran
language	nis							2009-07-29		Nimi
language	nit							2009-07-29		Southeastern Kolami
language	niu			Latn				2005-10-16		Niuean
language	niv							2009-07-29		Gilyak
language	niw							2009-07-29		Nimo
language	nix							2009-07-29		Hema
language	niy							2009-07-29		Ngiti
language	niz							2009-07-29		Ningil
language	nja							2009-07-29		Nzanyi
language	njb							2009-07-29		Nocte Naga
language	njd							2009-07-29		Ndonde Hamba
language	njh							2009-07-29		Lotha Naga
language	nji							2009-07-29		Gudanji
language	njj							2009-07-29		Njen
language	njl							2009-07-29		Njalgulgule
language	njm							2009-07-29		Angami Naga
language	njn							2009-07-29		Liangmai Naga
language	njo							2009-07-29		Ao Naga
language	njr							2009-07-29		Njerep
language	njs							2009-07-29		Nisa
language	njt							2009-07-29		Ndyuka-Trio Pidgin
language	nju							2009-07-29		Ngadjunmaya
language	njx							2009-07-29		Kunyi
language	njy							2009-07-29		Njyem
language	njz							2012-08-12		Nyishi
language	nka							2009-07-29		Nkoya
language	nkb							2009-07-29		Khoibu Naga
language	nkc							2009-07-29		Nkongho
language	nkd							2009-07-29		Koireng
language	nke							2009-07-29		Duke
language	nkf							2009-07-29		Inpui Naga
language	nkg							2009-07-29		Nekgini
language	nkh							2009-07-29		Khezha Naga
language	nki							2009-07-29		Thangal Naga
language	nkj							2009-07-29		Nakai
language	nkk							2009-07-29		Nokuku
language	nkm							2009-07-29		Namat
language	nkn							2009-07-29		Nkangala
language	nko							2009-07-29		Nkonya
language	nkp							2009-07-29		Niuatoputapu
language	nkq							2010-04-16		Nkami
language	nkr							2009-07-29		Nukuoro
language	nks							2009-07-29		North Asmat
language	nkt							2009-07-29		Nyika (Tanzania)
language	nku							2009-07-29		Bouna Kulango
language	nkv							2009-07-29		Nyika (Malawi and Zambia)
language	nkw							2009-07-29		Nkutu
language	nkx							2009-07-29		Nkoroo
language	nkz							2009-07-29		Nkari
language	nl			Latn				2005-10-16		Dutch | Flemish
language	nla							2009-07-29		Ngombale
language	nlc							2009-07-29		Nalca
language	nle				luy			2009-07-29		East Nyala
language	nlg							2009-07-29		Gela
language	nli							2009-07-29		Grangali
language	nlj							2009-07-29		Nyali
language	nlk							2009-07-29		Ninia Yali
language	nll							2009-07-29		Nihali
language	nlm							2018-03-08		Mankiyali
language	nln						2012-08-12	2009-07-29		Durango Nahuatl
language	nlo							2009-07-29		Ngul
language	nlq							2013-09-10		Lao Naga
language	nlr						2013-09-10	2009-07-29		Ngarla
language	nlu							2009-07-29		Nchumbulu
language	nlv							2009-07-29		Orizaba Nahuatl
language	nlw							2013-09-10		Walangama
language	nlx							2009-07-29		Nahali
language	nly							2009-07-29		Nyamal
language	nlz							2009-07-29		Nalögo
language	nma							2009-07-29		Maram Naga
language	nmb							2009-07-29		Big Nambas | V'ënen Taut
language	nmc							2009-07-29		Ngam
language	nmd							2009-07-29		Ndumu
language	nme							2009-07-29		Mzieme Naga
language	nmf							2009-07-29		Tangkhul Naga (India)
language	nmg							2009-07-29		Kwasio
language	nmh							2009-07-29		Monsang Naga
language	nmi							2009-07-29		Nyam
language	nmj							2009-07-29		Ngombe (Central African Republic)
language	nmk							2009-07-29		Namakura
language	nml							2009-07-29		Ndemli
language	nmm							2009-07-29		Manangba
language	nmn							2009-07-29		ǃXóõ
language	nmo							2009-07-29		Moyon Naga
language	nmp							2009-07-29		Nimanbur
language	nmq							2009-07-29		Nambya
language	nmr							2009-07-29		Nimbari
language	nms							2009-07-29		Letemboi
language	nmt							2009-07-29		Namonuito
language	nmu							2009-07-29		Northeast Maidu
language	nmv							2009-07-29		Ngamini
language	nmw							2009-07-29		Nimoa | Rifao
language	nmx							2009-07-29		Nama (Papua New Guinea)
language	nmy							2009-07-29		Namuyi
language	nmz							2009-07-29		Nawdm
language	nn			Latn	no			2005-10-16		Norwegian Nynorsk
language	nna							2009-07-29		Nyangumarta
language	nnb							2009-07-29		Nande
language	nnc							2009-07-29		Nancere
language	nnd							2009-07-29		West Ambae
language	nne							2009-07-29		Ngandyera
language	nnf							2009-07-29		Ngaing
language	nng							2009-07-29		Maring Naga
language	nnh							2009-07-29		Ngiemboon
language	nni							2009-07-29		North Nuaulu
language	nnj							2009-07-29		Nyangatom
language	nnk							2009-07-29		Nankina
language	nnl							2009-07-29		Northern Rengma Naga
language	nnm							2009-07-29		Namia
language	nnn							2009-07-29		Ngete
language	nnp							2009-07-29		Wancho Naga
language	nnq							2009-07-29		Ngindo
language	nnr							2009-07-29		Narungga
language	nns		nbr				2019-04-16	2009-07-29		Ningye
language	nnt							2009-07-29		Nanticoke
language	nnu							2009-07-29		Dwang
language	nnv							2009-07-29		Nugunu (Australia)
language	nnw							2009-07-29		Southern Nuni
language	nnx		ngv				2015-02-12	2009-07-29		Ngong
language	nny							2009-07-29		Nyangga
language	nnz							2009-07-29		Nda'nda'
language	no			Latn		macrolanguage		2005-10-16		Norwegian
language	noa							2009-07-29		Woun Meu
language	noc							2009-07-29		Nuk
language	nod							2009-07-29		Northern Thai
language	noe							2009-07-29		Nimadi
language	nof							2009-07-29		Nomane
language	nog							2005-10-16		Nogai
language	noh							2009-07-29		Nomu
language	noi							2009-07-29		Noiri
language	noj							2010-03-11		Nonuya
language	nok							2009-07-29		Nooksack | Lhéchelesem
language	nol							2013-09-10		Nomlaki
language	nom		cbr				2023-03-17	2009-07-29		Nocamán
language	non							2005-10-16		Old Norse
language	noo						2011-08-16	2009-07-29		Nootka
language	nop							2009-07-29		Numanggang
language	noq							2009-07-29		Ngongo
language	nos							2009-07-29		Eastern Nisu
language	not							2009-07-29		Nomatsiguenga
language	nou							2009-07-29		Ewage-Notu
language	nov							2009-07-29		Novial
language	now							2009-07-29		Nyambo
language	noy							2009-07-29		Noy
language	noz							2009-07-29		Nayi
language	npa							2009-07-29		Nar Phu
language	npb							2009-07-29		Nupbikha
language	npg							2012-08-12		Ponyo-Gongwang Naga
language	nph							2009-07-29		Phom Naga
language	npi				ne			2012-08-12		Nepali (individual language)
language	npl							2009-07-29		Southeastern Puebla Nahuatl
language	npn							2009-07-29		Mondropolon
language	npo							2009-07-29		Pochuri Naga
language	nps							2009-07-29		Nipsan
language	npu							2009-07-29		Puimei Naga
language	npx							2017-02-23		Noipx
language	npy							2009-07-29		Napu
language	nqg							2009-07-29		Southern Nago
language	nqk							2009-07-29		Kura Ede Nago
language	nql							2017-02-23		Ngendelengo
language	nqm							2009-07-29		Ndom
language	nqn							2009-07-29		Nen
language	nqo			Nkoo				2006-06-05		N'Ko | N’Ko
language	nqq							2013-09-10		Kyan-Karyaw Naga
language	nqt							2021-02-20		Nteng
language	nqy							2012-08-12		Akyaung Ari Naga
language	nr			Latn				2005-10-16		South Ndebele
language	nra							2009-07-29		Ngom
language	nrb							2009-07-29		Nara
language	nrc							2009-07-29		Noric
language	nre							2009-07-29		Southern Rengma Naga
language	nrf							2015-02-12		Jèrriais | Guernésiais | Sercquiais
language	nrg							2009-07-29		Narango
language	nri							2009-07-29		Chokri Naga
language	nrk							2013-09-10		Ngarla
language	nrl							2009-07-29		Ngarluma
language	nrm							2009-07-29		Narom
language	nrn							2009-07-29		Norn
language	nrp							2009-07-29		North Picene
language	nrr							2009-07-29		Norra | Nora
language	nrt							2009-07-29		Northern Kalapuya
language	nru							2011-08-16		Narua
language	nrx							2009-07-29		Ngurmbur
language	nrz							2009-07-29		Lala
language	nsa							2009-07-29		Sangtam Naga
language	nsb							2020-03-28		Lower Nossob
language	nsc							2009-07-29		Nshi
language	nsd							2009-07-29		Southern Nisu
language	nse							2009-07-29		Nsenga
language	nsf							2012-08-12		Northwestern Nisu
language	nsg							2009-07-29		Ngasa
language	nsh							2009-07-29		Ngoshie
language	nsi							2009-07-29		Nigerian Sign Language
language	nsk							2009-07-29		Naskapi
language	nsl							2009-07-29		Norwegian Sign Language
language	nsm							2009-07-29		Sumi Naga
language	nsn							2009-07-29		Nehan
language	nso			Latn				2005-10-16		Pedi | Northern Sotho | Sepedi
language	nsp							2009-07-29		Nepalese Sign Language
language	nsq							2009-07-29		Northern Sierra Miwok
language	nsr							2009-07-29		Maritime Sign Language
language	nss							2009-07-29		Nali
language	nst							2009-07-29		Tase Naga
language	nsu							2009-07-29		Sierra Negra Nahuatl
language	nsv							2009-07-29		Southwestern Nisu
language	nsw							2009-07-29		Navut
language	nsx							2009-07-29		Nsongo
language	nsy							2009-07-29		Nasal
language	nsz							2009-07-29		Nisenan
language	ntd							2016-05-30		Northern Tidung
language	nte		eko				2024-12-12	2009-07-29		Nathembo
language	ntg							2013-09-10		Ngantangarra
language	nti							2009-07-29		Natioro
language	ntj							2009-07-29		Ngaanyatjarra
language	ntk							2009-07-29		Ikoma-Nata-Isenye
language	ntm							2009-07-29		Nateni
language	nto							2009-07-29		Ntomba
language	ntp							2009-07-29		Northern Tepehuan
language	ntr							2009-07-29		Delo
language	nts		pij				2016-05-30	2009-07-29		Natagaimas
language	ntu							2009-07-29		Natügu
language	ntw							2009-07-29		Nottoway
language	ntx							2012-08-12		Tangkhul Naga (Myanmar)
language	nty							2009-07-29		Mantsi
language	ntz							2009-07-29		Natanzi
language	nua							2009-07-29		Yuanga
language	nub					collection		2005-10-16		Nubian languages
language	nuc							2009-07-29		Nukuini
language	nud							2009-07-29		Ngala
language	nue							2009-07-29		Ngundu
language	nuf							2009-07-29		Nusu
language	nug							2009-07-29		Nungali
language	nuh							2009-07-29		Ndunda
language	nui							2009-07-29		Ngumbi
language	nuj							2009-07-29		Nyole
