entryId	lemma	partOfSpeech
oewn-Academy_of_Motion_Picture_Arts_and_Sciences-n	Academy of Motion Picture Arts and Sciences	n
oewn-Academy_of_Television_Arts_and_Sciences-n	Academy of Television Arts and Sciences	n
oewn-academy-n		
oewn-Acadian-n		
oewn-Acalypha_virginica-n	Acalypha virginica	n
oewn-acantha-n		
oewn-acanthion-n		
oewn-Acanthisitta_chloris-n	Acanthisitta chloris	n
oewn-acanthocephalan-n		
oewn-Acanthocereus_pentagonus-n	Acanthocereus pentagonus	n
oewn-Acanthocereus_tetragonus-n	Acanthocereus tetragonus	n
oewn-Acanthocybium_solandri-n	Acanthocybium solandri	n
oewn-acanthocyte-n		
oewn-acanthocytosis-n		
oewn-acanthoid-a		
oewn-acantholysis-n		
oewn-acanthoma-n		
oewn-Acanthophis_antarcticus-n	Acanthophis antarcticus	n
oewn-acanthopterygian-n		
oewn-Acanthoscelides_obtectus-n	Acanthoscelides obtectus	n
oewn-acanthosis_nigricans-n		
oewn-acanthosis-n		
oewn-acanthotic-a		
oewn-acanthous-a		
oewn-Acanthurus_chirurgus-n	Acanthurus chirurgus	n
oewn-Acanthus_mollis-n	Acanthus mollis	n
oewn-acanthus-n		
oewn-acapnia-n		
oewn-acapnial-a		
oewn-acapnic-a	acapnic	a
oewn-acapnotic-a	acapnotic	a
oewn-Acapulco_gold-n	Acapulco gold	n
oewn-acaracide-n	acaracide	n
oewn-acardia-n	acardia	n
oewn-acariasis-n		
oewn-acaricide-n		
oewn-acarid-n		
oewn-acaridiasis-n	acaridiasis	n
oewn-acarine-n		
oewn-acariosis-n	acariosis	n
oewn-acaroid_resin-n	acaroid resin	n
oewn-acarophobia-n		
oewn-acarpellous-a		
oewn-acarpelous-a	acarpelous	a
oewn-acarpous-a		
oewn-acarus-n		
oewn-acaryote-n	acaryote	n
oewn-acatalectic-a		
oewn-acatalectic-n		
oewn-acataphasia-n	acataphasia	n
oewn-acathexia-n	acathexia	n
oewn-acathexis-n	acathexis	n
oewn-acaudal-a		
oewn-acaudate-a		
oewn-acaulescent-a		
oewn-ACC-n	ACC	n
oewn-accaroid_resin-n	accaroid resin	n
oewn-accede-v		
oewn-accelerando-a	accelerando	a
oewn-accelerando-n		
oewn-accelerando-r		
oewn-accelerate-v		
oewn-accelerated-a	accelerated	a
oewn-acceleration_unit-n	acceleration unit	n
oewn-acceleration-n		
oewn-accelerative-a		
oewn-accelerator_factor-n	accelerator factor	n
oewn-accelerator_pedal-n	accelerator pedal	n
oewn-accelerator-n		
oewn-acceleratory-a	acceleratory	a
oewn-accelerometer-n		
oewn-accent_mark-n	accent mark	n
oewn-accent-n		
oewn-accent-v		
oewn-accented-a	accented	a
oewn-accenting-n	accenting	n
oewn-accentor-n		
oewn-accentual_system-n	accentual system	n
oewn-accentual-a		
oewn-accentuate-v		
oewn-accentuation-n		
oewn-accept-v		
oewn-acceptability-n		
oewn-acceptable-a		
oewn-acceptableness-n		
oewn-acceptably-r		
oewn-acceptance_sampling-n	acceptance sampling	n
oewn-acceptance-n		
oewn-acceptant-a		
oewn-acceptation-n		
oewn-accepted-a		
oewn-accepting-a		
oewn-acceptive-a		
oewn-acceptor_RNA-n	acceptor RNA	n
oewn-acceptor-n		
oewn-access_code-n	access code	n
oewn-access_road-n	access road	n
oewn-access_time-n	access time	n
oewn-access-n		
oewn-access-v		
oewn-accessary-a		
oewn-accessary-n		
oewn-accessibility-n		
oewn-accessible-a		
oewn-accession-n		
oewn-accession-v		
oewn-accessional-a		
oewn-accessorial-a		
oewn-accessory_after_the_fact-n	accessory after the fact	n
oewn-accessory_before_the_fact-n	accessory before the fact	n
oewn-accessory_cephalic_vein-n	accessory cephalic vein	n
oewn-accessory_during_the_fact-n	accessory during the fact	n
oewn-accessory_fruit-n	accessory fruit	n
oewn-accessory_hemiazygos_vein-n	accessory hemiazygos vein	n
oewn-accessory_hemiazygous_vein-n	accessory hemiazygous vein	n
oewn-accessory_nerve-n	accessory nerve	n
oewn-accessory_vertebral_vein-n	accessory vertebral vein	n
oewn-accessory-a	accessory	a
oewn-accessory-n	accessory	n
oewn-acciaccatura-n		
oewn-accidence-n		
oewn-accident_surgery-n	accident surgery	n
oewn-accident-n		
oewn-accident-prone-a	accident-prone	a
oewn-accidental_injury-n	accidental injury	n
oewn-accidental-a		
oewn-accidental-n		
oewn-accidentally-r		
oewn-Accipiter_cooperii-n	Accipiter cooperii	n
oewn-Accipiter_gentilis-n	Accipiter gentilis	n
oewn-Accipiter_nisus-n	Accipiter nisus	n
oewn-Accipitriformes-n	Accipitriformes	n
oewn-accipitrine-a		
oewn-acclaim-n	acclaim	n
oewn-acclaim-v	acclaim	v
oewn-acclamation-n		
oewn-acclimate-v		
oewn-acclimation-n		
oewn-acclimatisation-n	acclimatisation	n
oewn-acclimatise-v	acclimatise	v
oewn-acclimatization-n		
oewn-acclimatize-v		
oewn-acclivitous-a		
oewn-acclivity-n		
oewn-accolade-n		
oewn-accommodate-v		
oewn-accommodating_IOL-n	accommodating IOL	n
oewn-accommodating_lens_implant-n	accommodating lens implant	n
oewn-accommodating-a		
oewn-accommodatingly-r		
oewn-accommodation_endorser-n	accommodation endorser	n
oewn-accommodation_ladder-n	accommodation ladder	n
oewn-accommodation_reflex-n	accommodation reflex	n
oewn-accommodation-n		
oewn-accommodational-a	accommodational	a
oewn-accommodative-a		
oewn-accommodator-n		
oewn-accompanied-a		
oewn-accompaniment-n		
oewn-accompanist-n		
oewn-accompany-v		
oewn-accompanying_vein-n	accompanying vein	n
oewn-accompanying-a		
oewn-accompanyist-n	accompanyist	n
oewn-accomplice-n		
oewn-accomplish-v		
oewn-accomplishable-a		
oewn-accomplished_fact-n	accomplished fact	n
oewn-accomplished-a		
oewn-accomplishment-n		
oewn-accord_and_satisfaction-n	accord and satisfaction	n
oewn-accord-n		
oewn-accord-v		
oewn-accordance_of_rights-n	accordance of rights	n
oewn-accordance-n		
oewn-accordant-a		
oewn-according-a		
oewn-accordingly-r		
oewn-accordion_door-n	accordion door	n
oewn-accordion_fold-n	accordion fold	n
oewn-accordion-n		
oewn-accordionist-n		
oewn-accost-v		
oewn-accouchement-n		
oewn-accoucheur-n		
oewn-accoucheuse-n	accoucheuse	n
oewn-account_book-n	account book	n
oewn-account_executive-n	account executive	n
oewn-account_for-v	account for	v
oewn-account_payable-n	account payable	n
oewn-account_representative-n	account representative	n
oewn-account_statement-n	account statement	n
oewn-account-n	account	n
oewn-account-v	account	v
oewn-accountability-n		
oewn-accountable-a		
oewn-accountancy-n		
oewn-accountant-n	accountant	n
oewn-accountantship-n		
oewn-accounting_data-n	accounting data	n
oewn-accounting_entry-n	accounting entry	n
oewn-accounting_firm-n	accounting firm	n
oewn-accounting_principle-n	accounting principle	n
oewn-accounting_ratio-n	accounting ratio	n
oewn-accounting_standard-n	accounting standard	n
oewn-accounting_system-n	accounting system	n
oewn-accounting-n		
oewn-accounts_payable-n	accounts payable	n
oewn-accounts_receivable-n	accounts receivable	n
oewn-accouter-v		
oewn-accoutered-a	accoutered	a
oewn-accouterment-n		
oewn-accoutre-v		
oewn-accoutred-a	accoutred	a
oewn-accoutrement-n	accoutrement	n
oewn-accredit-v		
oewn-accreditation-n		
oewn-accredited-a	accredited	a
oewn-accrete-v		
oewn-accretion-n		
oewn-accretionary-a		
oewn-accretive-a		
oewn-accroides_gum-n	accroides gum	n
oewn-accroides_resin-n	accroides resin	n
oewn-accroides-n		
oewn-accrual_basis-n	accrual basis	n
oewn-accrual-n		
oewn-accrue-v		
oewn-accrued-a		
oewn-accruement-n		
oewn-acculturate-v		
oewn-acculturation-n		
oewn-acculturational-a		
oewn-acculturative-a		
oewn-accumbent-a		
oewn-accumulate-v		
oewn-accumulated-a	accumulated	a
oewn-accumulation-n		
oewn-accumulative-a		
oewn-accumulator_register-n	accumulator register	n
oewn-accumulator-n		
oewn-accuracy-n		
oewn-accurate-a		
oewn-accurately-r		
oewn-accurse-v		
oewn-accursed-a		
oewn-accurst-a		
oewn-accusal-n		
oewn-accusation-n		
oewn-accusative_case-n	accusative case	n
oewn-accusative-a		
oewn-accusative-n		
oewn-accusatorial-a		
oewn-accusatory-a		
oewn-accuse-v		
oewn-accused-n		
oewn-accuser-n		
oewn-accusing-a		
oewn-accusingly-r		
oewn-accusive-a	accusive	a
oewn-accustom-v		
oewn-accustomed_to-a	accustomed to	a
oewn-accustomed-a		
oewn-ACE_inhibitor-n		
oewn-ace_of_clubs-n	ace of clubs	n
oewn-ace_of_diamonds-n	ace of diamonds	n
oewn-ace_of_hearts-n	ace of hearts	n
oewn-ace_of_spades-n		
oewn-ace-a	ace	a
oewn-ace-n		
oewn-ACE-n		
oewn-ace-v	ace	v
oewn-acebutolol-n		
oewn-acedia-n		
oewn-acellular_slime_mold-n	acellular slime mold	n
oewn-acellular-a	acellular	a
oewn-acentric_chromosome-n	acentric chromosome	n
oewn-acentric-a	acentric	a
oewn-acephalia-n	acephalia	n
oewn-acephalism-n	acephalism	n
oewn-acephalous-a		
oewn-acephaly-n	acephaly	n
oewn-Acer_argutum-n	Acer argutum	n
oewn-Acer_campestre-n	Acer campestre	n
oewn-Acer_circinatum-n	Acer circinatum	n
oewn-Acer_glabrum-n	Acer glabrum	n
oewn-Acer_japonicum-n	Acer japonicum	n
oewn-Acer_macrophyllum-n	Acer macrophyllum	n
oewn-Acer_negundo_Californicum-n	Acer negundo Californicum	n
oewn-Acer_negundo-n	Acer negundo	n
oewn-Acer_palmatum-n	Acer palmatum	n
oewn-Acer_pennsylvanicum-n	Acer pennsylvanicum	n
oewn-Acer_platanoides-n	Acer platanoides	n
oewn-Acer_pseudoplatanus-n	Acer pseudoplatanus	n
oewn-Acer_rubrum-n	Acer rubrum	n
oewn-Acer_saccharinum-n	Acer saccharinum	n
oewn-Acer_saccharum-n	Acer saccharum	n
oewn-Acer_spicatum-n	Acer spicatum	n
oewn-acerate_leaf-n	acerate leaf	n
oewn-acerate-a	acerate	a
oewn-acerb-a		
oewn-acerbate-v		
oewn-acerbic-a		
oewn-acerbity-n		
oewn-acerola-n		
oewn-acerose-a	acerose	a
oewn-acervate-a		
oewn-acervulus-n	acervulus	n
oewn-acetabular-a		
oewn-acetabulum-n		
oewn-acetal-n		
oewn-acetaldehyde-n		
oewn-acetaldol-n	acetaldol	n
oewn-acetamide-n	acetamide	n
oewn-acetaminophen-n		
oewn-acetanilid-n	acetanilid	n
oewn-acetanilide-n	acetanilide	n
oewn-acetate_disk-n	acetate disk	n
oewn-acetate_rayon-n	acetate rayon	n
oewn-acetate-n		
oewn-acetic_acid-n	acetic acid	n
oewn-acetic_anhydride-n	acetic anhydride	n
oewn-acetic-a	acetic	a
oewn-acetify-v	acetify	v
oewn-acetin-n		
oewn-acetoacetic_acid-n	acetoacetic acid	n
oewn-acetone_body-n	acetone body	n
oewn-acetone-n		
oewn-acetonemia-n	acetonemia	n
oewn-acetonic-a		
oewn-acetonuria-n	acetonuria	n
oewn-acetophenetidin-n	acetophenetidin	n
oewn-acetose-a		
oewn-acetous-a		
oewn-acetphenetidin-n	acetphenetidin	n
oewn-acetum-n	acetum	n
oewn-acetyl_chloride-n	acetyl chloride	n
oewn-acetyl_group-n	acetyl group	n
oewn-acetyl_radical-n	acetyl radical	n
oewn-acetyl-n		
oewn-acetylate-v	acetylate	v
oewn-acetylation-n	acetylation	n
oewn-acetylcholine-n	acetylcholine	n
oewn-acetylene-n		
oewn-acetylenic-a	acetylenic	a
oewn-acetylic-a	acetylic	a
oewn-acetylise-v	acetylise	v
oewn-acetylize-v	acetylize	v
oewn-acetylsalicylic_acid-n	acetylsalicylic acid	n
oewn-Achaean-a		
oewn-Achaean-n		
oewn-Achaian-n	Achaian	n
oewn-ache-n		
oewn-ache-v		
oewn-achene-n		
oewn-achenial-a	achenial	a
oewn-Acheronian-a	Acheronian	a
oewn-Acherontia_atropos-n	Acherontia atropos	n
oewn-Acherontic-a	Acherontic	a
oewn-Acheson_process-n	Acheson process	n
oewn-Acheta_assimilis-n	Acheta assimilis	n
oewn-Acheta_domestica-n	Acheta domestica	n
oewn-achievability-n	achievability	n
oewn-achievable-a		
oewn-achieve-v		
oewn-achievement-n		
oewn-achiever-n	achiever	n
oewn-Achillea_millefolium-n	Achillea millefolium	n
oewn-Achillea_ptarmica-n	Achillea ptarmica	n
oewn-achillea-n	achillea	n
oewn-Achilles_tendon-n	Achilles tendon	n
oewn-Achilles-ap-_heel-n	Achilles' heel	n
oewn-achimenes-n	achimenes	n
oewn-aching-a		
oewn-aching-n		
oewn-achira-n	achira	n
oewn-achlamydeous-a	achlamydeous	a
oewn-achlorhydria-n	achlorhydria	n
oewn-achlorhydric-a	achlorhydric	a
oewn-Achoerodus_gouldii-n	Achoerodus gouldii	n
oewn-acholia-n	acholia	n
oewn-Achomawi_language-n	Achomawi language	n
oewn-Achomawi-n	Achomawi	n
oewn-achondrite-n	achondrite	n
oewn-achondritic-a	achondritic	a
oewn-achondroplasia-n		
oewn-achondroplastic-a		
oewn-achondroplasty-n	achondroplasty	n
oewn-Achras_zapota-n	Achras zapota	n
oewn-achromasia-n	achromasia	n
oewn-achromatic_color-n	achromatic color	n
oewn-achromatic_colour-n	achromatic colour	n
oewn-achromatic_lens-n	achromatic lens	n
oewn-achromatic_vision-n	achromatic vision	n
oewn-achromatic-a		
oewn-achromaticity-n	achromaticity	n
oewn-achromatin-n	achromatin	n
oewn-achromatinic-a	achromatinic	a
oewn-achromatise-v	achromatise	v
oewn-achromatism-n	achromatism	n
oewn-achromatize-v	achromatize	v
oewn-achromatous-a	achromatous	a
oewn-achromia-n	achromia	n
oewn-achromic-a	achromic	a
oewn-achromous-a	achromous	a
oewn-Achromycin-n	Achromycin	n
oewn-achy-a		
oewn-achylia_gastrica-n	achylia gastrica	n
oewn-achylia-n	achylia	n
oewn-acicula-n	acicula	n
oewn-acicular-a	acicular	a
oewn-aciculate-a	aciculate	a
oewn-acid_anhydrides-n	acid anhydrides	n
oewn-acid_dye-n	acid dye	n
oewn-acid_halide-n	acid halide	n
oewn-acid_head-n	acid head	n
oewn-acid_hydrogen-n	acid hydrogen	n
oewn-acid_precipitation-n	acid precipitation	n
oewn-acid_rain-n	acid rain	n
oewn-acid_rock-n	acid rock	n
oewn-acid_test-n	acid test	n
oewn-acid_value-n	acid value	n
oewn-acid-a		
oewn-acid-base_balance-n	acid-base balance	n
oewn-acid-base_equilibrium-n	acid-base equilibrium	n
oewn-acid-base_indicator-n	acid-base indicator	n
oewn-acid-fast-a	acid-fast	a
oewn-acid-forming-a	acid-forming	a
oewn-acid-loving-a	acid-loving	a
oewn-acid-n		
oewn-acid-tasting-a	acid-tasting	a
oewn-acid-wash-v	acid-wash	v
oewn-acidemia-n	acidemia	n
oewn-acidic_hydrogen-n	acidic hydrogen	n
oewn-acidic-a		
oewn-acidification-n		
oewn-acidify-v	acidify	v
oewn-acidimetric-a	acidimetric	a
oewn-acidimetry-n	acidimetry	n
oewn-acidity-n		
oewn-acidophil-n		
oewn-acidophile-n	acidophile	n
oewn-acidophilic-a		
oewn-acidophilous-a	acidophilous	a
oewn-acidophilus_milk-n	acidophilus milk	n
oewn-acidophilus-n	acidophilus	n
oewn-acidosis-n	acidosis	n
oewn-acidotic-a	acidotic	a
oewn-acidulate-v		
oewn-acidulent-a	acidulent	a
oewn-acidulous-a		
oewn-acidulousness-n	acidulousness	n
oewn-aciduric-a	aciduric	a
oewn-acinar-a	acinar	a
oewn-acinic-a	acinic	a
oewn-Acinonyx_jubatus-n	Acinonyx jubatus	n
oewn-Acinos_arvensis-n	Acinos arvensis	n
oewn-acinose-a	acinose	a
oewn-acinous-a	acinous	a
oewn-acinus-n		
oewn-Acipenser_huso-n	Acipenser huso	n
oewn-Acipenser_transmontanus-n	Acipenser transmontanus	n
oewn-ack-ack_gun-n	ack-ack gun	n
oewn-ack-ack-n	ack-ack	n
oewn-ackee-n		
oewn-acknowledge-v		
oewn-acknowledgeable-a	acknowledgeable	a
oewn-acknowledged-a	acknowledged	a
oewn-acknowledgement-n	acknowledgement	n
oewn-acknowledgment-n		
oewn-ACLANT-n	ACLANT	n
oewn-aclinic_line-n	aclinic line	n
oewn-acme-n		
oewn-acmeism-n		
oewn-acne_rosacea-n	acne rosacea	n
oewn-acne_vulgaris-n	acne vulgaris	n
oewn-acne-n		
oewn-acned-a	acned	a
oewn-acneiform-a	acneiform	a
oewn-Acocanthera_oblongifolia-n	Acocanthera oblongifolia	n
oewn-Acocanthera_oppositifolia-n	Acocanthera oppositifolia	n
oewn-Acocanthera_spectabilis-n	Acocanthera spectabilis	n
oewn-Acocanthera_venenata-n	Acocanthera venenata	n
oewn-acold-a	acold	a
oewn-acolyte-n		
oewn-aconite-n		
oewn-Aconitum_lycoctonum-n	Aconitum lycoctonum	n
oewn-Aconitum_napellus-n	Aconitum napellus	n
oewn-acorea-n	acorea	n
oewn-acorn_barnacle-n	acorn barnacle	n
oewn-acorn_cup-n	acorn cup	n
oewn-acorn_squash-n	acorn squash	n
oewn-acorn_tube-n	acorn tube	n
oewn-acorn-n		
oewn-acorn-shaped-a	acorn-shaped	a
oewn-Acorus_calamus-n	Acorus calamus	n
oewn-acousma-n	acousma	n
oewn-acoustic_absorption-n	acoustic absorption	n
oewn-acoustic_aphasia-n	acoustic aphasia	n
oewn-acoustic_buoy-n	acoustic buoy	n
oewn-acoustic_delay_line-n	acoustic delay line	n
oewn-acoustic_device-n	acoustic device	n
oewn-acoustic_gramophone-n	acoustic gramophone	n
oewn-acoustic_guitar-n	acoustic guitar	n
oewn-acoustic_impedance-n	acoustic impedance	n
oewn-acoustic_meatus-n	acoustic meatus	n
oewn-acoustic_modem-n	acoustic modem	n
oewn-acoustic_nerve-n	acoustic nerve	n
oewn-acoustic_phenomenon-n	acoustic phenomenon	n
oewn-acoustic_power-n	acoustic power	n
oewn-acoustic_projection-n	acoustic projection	n
oewn-acoustic_radiation_pressure-n	acoustic radiation pressure	n
oewn-acoustic_reactance-n	acoustic reactance	n
oewn-acoustic_resistance-n	acoustic resistance	n
oewn-acoustic_spectrum-n	acoustic spectrum	n
oewn-acoustic_storage-n	acoustic storage	n
oewn-acoustic_wave-n	acoustic wave	n
oewn-acoustic_waveguide-n	acoustic waveguide	n
oewn-acoustic-a		
oewn-acoustic-n		
oewn-acoustical-a	acoustical	a
oewn-acoustically-r	acoustically	r
oewn-acoustician-n	acoustician	n
oewn-acousticophobia-n	acousticophobia	n
oewn-acoustics-n	acoustics	n
oewn-acquaint-v		
oewn-acquaintance-n		
oewn-acquaintanceship-n	acquaintanceship	n
oewn-acquainted-a		
oewn-acquiesce-v		
oewn-acquiescence-n		
oewn-acquiescent-a		
oewn-acquirable-a	acquirable	a
oewn-acquire-v		
oewn-acquired_hemochromatosis-n	acquired hemochromatosis	n
oewn-acquired_immune_deficiency_syndrome-n	acquired immune deficiency syndrome	n
oewn-acquired_immunity-n	acquired immunity	n
oewn-acquired_reflex-n	acquired reflex	n
oewn-acquired_taste-n	acquired taste	n
oewn-acquired-a		
oewn-acquirement-n		
oewn-acquirer-n	acquirer	n
oewn-acquiring-n	acquiring	n
oewn-acquisition_agreement-n	acquisition agreement	n
oewn-acquisition-n		
oewn-acquisitive-a	acquisitive	a
oewn-acquisitiveness-n	acquisitiveness	n
oewn-acquit-v		
oewn-acquittal-n		
oewn-acquittance-n		
oewn-acquitted-a		
oewn-acre_inch-n	acre inch	n
oewn-acre-foot-n	acre-foot	n
oewn-acre-n		
oewn-acreage-n		
oewn-acres-n		
oewn-acrid-a		
oewn-acridid-n	acridid	n
oewn-acridity-n	acridity	n
oewn-acridness-n	acridness	n
oewn-Acridotheres_tristis-n	Acridotheres tristis	n
oewn-Acrilan-n	Acrilan	n
oewn-acrimonious-a		
oewn-acrimony-n	acrimony	n
oewn-Acris_crepitans-n	Acris crepitans	n
oewn-Acris_gryllus-n	Acris gryllus	n
oewn-acritical-a	acritical	a
oewn-acroanaesthesia-n	acroanaesthesia	n
oewn-acroanesthesia-n	acroanesthesia	n
oewn-acrobat-n		
oewn-acrobatic_feat-n	acrobatic feat	n
oewn-acrobatic_stunt-n	acrobatic stunt	n
oewn-acrobatic-a	acrobatic	a
oewn-acrobatics-n	acrobatics	n
oewn-acrocarp-n	acrocarp	n
oewn-acrocarpous_moss-n	acrocarpous moss	n
oewn-acrocarpous-a	acrocarpous	a
oewn-Acrocarpus_fraxinifolius-n	Acrocarpus fraxinifolius	n
oewn-acrocentric_chromosome-n	acrocentric chromosome	n
oewn-acrocentric-a	acrocentric	a
oewn-Acrocephalus_schoenobaenus-n	Acrocephalus schoenobaenus	n
oewn-acrocephaly-n	acrocephaly	n
oewn-Acroclinium_roseum-n	Acroclinium roseum	n
oewn-Acrocomia_aculeata-n	Acrocomia aculeata	n
oewn-Acrocomia_vinifera-n	Acrocomia vinifera	n
oewn-acrocyanosis-n		
oewn-acrodont-n	acrodont	n
oewn-acrogen-n	acrogen	n
oewn-acrogenic-a	acrogenic	a
oewn-acrogenous-a	acrogenous	a
oewn-acrolein-n	acrolein	n
oewn-acromegalia-n	acromegalia	n
oewn-acromegalic-a		
oewn-acromegaly-n	acromegaly	n
oewn-acromial_process-n	acromial process	n
oewn-acromicria-n	acromicria	n
oewn-acromikria-n	acromikria	n
oewn-acromion-n	acromion	n
oewn-acromphalus-n	acromphalus	n
oewn-acromyotonia-n	acromyotonia	n
oewn-acronym-n		
oewn-acronymic-a	acronymic	a
oewn-acronymous-a	acronymous	a
oewn-acropetal-a	acropetal	a
oewn-acrophobia-n	acrophobia	n
oewn-acrophobic-a	acrophobic	a
oewn-acrophony-n		
oewn-acropolis-n		
oewn-acroscopic-a	acroscopic	a
oewn-acrosome-n	acrosome	n
oewn-across_the_board-r	across the board	r
oewn-across_the_country-r	across the country	r
oewn-across_the_nation-r	across the nation	r
oewn-across-r		
oewn-across-the-board-a	across-the-board	a
oewn-acrostic-n		
oewn-Acrostichum_aureum-n	Acrostichum aureum	n
oewn-acrylamide-n		
oewn-acrylate_resin-n	acrylate resin	n
oewn-acrylate-n	acrylate	n
oewn-acrylic_acid-n	acrylic acid	n
oewn-acrylic_fiber-n	acrylic fiber	n
oewn-acrylic_paint-n	acrylic paint	n
oewn-acrylic_resin-n	acrylic resin	n
oewn-acrylic-n		
oewn-acrylonitrile-butadiene-styrene-n	acrylonitrile-butadiene-styrene	n
oewn-acrylonitrile-n	acrylonitrile	n
oewn-act_as-v	act as	v
oewn-act_involuntarily-v	act involuntarily	v
oewn-act_of_God-n	act of God	n
oewn-act_of_terrorism-n	act of terrorism	n
oewn-act_on-v	act on	v
oewn-act_out-v		
oewn-act_reflexively-v	act reflexively	v
oewn-act_superior-v	act superior	v
oewn-act_up-v	act up	v
oewn-act_upon-v	act upon	v
oewn-act-n		
oewn-act-v		
oewn-actable-a	actable	a
oewn-Actaea_alba-n	Actaea alba	n
oewn-Actaea_rubra-n	Actaea rubra	n
oewn-ACTH-n	ACTH	n
oewn-Actias_luna-n	Actias luna	n
oewn-Actifed-n	Actifed	n
oewn-actin-n	actin	n
oewn-actinal-a	actinal	a
oewn-acting_out-n	acting out	n
oewn-acting-a		
oewn-acting-n		
oewn-actinia-n	actinia	n
oewn-actinian-n	actinian	n
oewn-actiniarian-n	actiniarian	n
oewn-actinic_dermatitis-n	actinic dermatitis	n
oewn-actinic_keratosis-n	actinic keratosis	n
oewn-actinic_radiation-n	actinic radiation	n
oewn-actinic_ray-n	actinic ray	n
oewn-actinic-a	actinic	a
oewn-actinide_series-n	actinide series	n
oewn-actinide-n		
oewn-Actinidia_arguta-n	Actinidia arguta	n
oewn-Actinidia_chinensis-n	Actinidia chinensis	n
oewn-Actinidia_deliciosa-n	Actinidia deliciosa	n
oewn-Actinidia_polygama-n	Actinidia polygama	n
oewn-actinism-n	actinism	n
oewn-actinium-n		
oewn-actinoid-a		
oewn-actinoid-n		
oewn-actinolite-n	actinolite	n
oewn-Actinomeris_alternifolia-n	Actinomeris alternifolia	n
oewn-actinometer-n	actinometer	n
oewn-actinometric-a	actinometric	a
oewn-actinometrical-a	actinometrical	a
oewn-actinometry-n	actinometry	n
oewn-actinomorphic-a	actinomorphic	a
oewn-actinomorphous-a	actinomorphous	a
oewn-actinomyces-n	actinomyces	n
oewn-actinomycetal-a	actinomycetal	a
oewn-actinomycete-n		
oewn-actinomycetous-a	actinomycetous	a
oewn-actinomycin-n	actinomycin	n
oewn-actinomycosis-n	actinomycosis	n
oewn-actinomycotic-a	actinomycotic	a
oewn-actinomyxidian-n	actinomyxidian	n
oewn-actinon-n	actinon	n
oewn-actinopod-n	actinopod	n
oewn-actinotherapy-n	actinotherapy	n
oewn-actinozoan-n	actinozoan	n
oewn-action_at_law-n	action at law	n
oewn-action_mechanism-n	action mechanism	n
oewn-action_officer-n	action officer	n
oewn-action_painting-n	action painting	n
oewn-action_plant-n	action plant	n
oewn-action_potential-n	action potential	n
oewn-action_replay-n	action replay	n
oewn-action_spectrum-n	action spectrum	n
oewn-action-n		
oewn-action-v		
oewn-actionable-a		
oewn-Actitis_hypoleucos-n	Actitis hypoleucos	n
oewn-Actitis_macularia-n	Actitis macularia	n
oewn-Activase-n	Activase	n
oewn-activate-v		
oewn-activated_carbon-n	activated carbon	n
oewn-activated_charcoal-n	activated charcoal	n
oewn-activated-a	activated	a
oewn-activating_agent-n	activating agent	n
oewn-activating-a	activating	a
oewn-activating-n	activating	n
oewn-activation_energy-n	activation energy	n
oewn-activation-n		
oewn-activator-n	activator	n
oewn-active_agent-n	active agent	n
oewn-active_air_defense-n	active air defense	n
oewn-active_application-n	active application	n
oewn-active_birth-n	active birth	n
oewn-active_capital-n	active capital	n
oewn-active_citizen-n	active citizen	n
oewn-active_electrolocation-n	active electrolocation	n
oewn-active_immunity-n	active immunity	n
oewn-active_matrix_screen-n	active matrix screen	n
oewn-active_placebo-n	active placebo	n
oewn-active_power-n	active power	n
oewn-active_site-n	active site	n
oewn-active_subwoofer-n	active subwoofer	n
oewn-active_transport-n	active transport	n
oewn-active_trust-n	active trust	n
oewn-active_voice-n	active voice	n
oewn-active-a		
oewn-active-n		
oewn-actively-r		
oewn-activeness-n	activeness	n
oewn-activewear-n	activewear	n
oewn-activism-n		
oewn-activist-a		
oewn-activist-n		
oewn-activistic-a		
oewn-activity-n		
oewn-actomyosin-n	actomyosin	n
oewn-actor-ap-s_agent-n	actor's agent	n
oewn-actor-ap-s_assistant-n	actor's assistant	n
oewn-actor-ap-s_line-n	actor's line	n
oewn-actor-n		
oewn-actress-n		
oewn-actual_damages-n	actual damages	n
oewn-actual_eviction-n	actual eviction	n
oewn-actual_possession-n	actual possession	n
oewn-actual_sin-n	actual sin	n
oewn-actual-a		
oewn-actualisation-n	actualisation	n
oewn-actualise-v	actualise	v
oewn-actuality-n		
oewn-actualization-n	actualization	n
oewn-actualize-v	actualize	v
oewn-actually-r		
oewn-actuarial_table-n	actuarial table	n
oewn-actuarial-a		
oewn-actuary-n	actuary	n
oewn-actuate-v		
oewn-actuated-a	actuated	a
oewn-actuating-a	actuating	a
oewn-actuation-n	actuation	n
oewn-actuator-n		
oewn-actus_reus-n		
oewn-acuate-a	acuate	a
oewn-acuity-n		
oewn-Acular-n	Acular	n
