sourceNormalizedLemma	targetNormalizedLemma	sourceEntryId	targetEntryId	synsetId	partOfSpeech
ابتكار	ابداع	awn4-e3f0441eb21e1	awn4-e869fd7c414b4	awn4-05642612-n	n
ابتكار	اختراع	awn4-e3f0441eb21e1	awn4-e77b49f28eb86	awn4-00942228-n	n
ابتكار	اختراع	awn4-e3f0441eb21e1	awn4-e77b49f28eb86	awn4-03587827-n	n
ابتكار	اختراع	awn4-e3f0441eb21e1	awn4-e77b49f28eb86	awn4-05641230-n	n
ابتكار	اختلاق	awn4-e3f0441eb21e1	awn4-e352c5663b60e	awn4-00942525-n	n
ابتكار	اصالة	awn4-e05f9ed1973d2	awn4-ec9e6f2531c5f	awn4-04807608-n	n
ابتكار	براعة	awn4-e3f0441eb21e1	awn4-e497f8e6651a4	awn4-05642302-n	n
ابتكار	تدبير	awn4-e3f0441eb21e1	awn4-e22248ec61151	awn4-00942525-n	n
ابتكار	تشكيل	awn4-e3f0441eb21e1	awn4-ec8385b1b43d0	awn4-00925809-n	n
ابتكار	تصميم	awn4-e3f0441eb21e1	awn4-e8a0cee22bfb7	awn4-05641230-n	n
ابتكار	تفكير ابداعي	awn4-e3f0441eb21e1	awn4-e634060169857	awn4-05632483-n	n
ابتكار	حيلة	awn4-e3f0441eb21e1	awn4-e958f7ee141e6	awn4-05642302-n	n
ابتكار	خلق	awn4-e3f0441eb21e1	awn4-e78d6cca805d5	awn4-03133774-n	n
ابتكار	صنع	awn4-e3f0441eb21e1	awn4-e068aac353b36	awn4-00925809-n	n
ابتكاري	رائد	awn4-eb9c7eccf67c4	awn4-ed9d822a1895b	awn4-01692228-s	s
ابتكر	ابدع	awn4-e8bdf79433a09	awn4-e6581e62b8847	awn4-01689208-v	v
ابتكر	اخترع	awn4-e979f9616ce35	awn4-e7c7ccf09e244	awn4-01635953-v	v
ابتكر	دبر	awn4-e979f9616ce35	awn4-e125c8fb58ff2	awn4-01635953-v	v
ابتكر	صمم	awn4-e979f9616ce35	awn4-e3ca2ecd46249	awn4-01757273-v	v
ابتكر	طور	awn4-e48d53fef2b0a	awn4-edf52e38b82d2	awn4-00252156-v	v
ابتكر ذهنيا	خلق عقليا	awn4-ee8e7cfd80468	awn4-ec8c4fd79cb58	awn4-01635076-v	v
ابتلاء	اختبار	awn4-e60d8d8edcc2a	awn4-e32dc87228d8b	awn4-07387559-n	n
ابتلاء	محنة	awn4-e60d8d8edcc2a	awn4-e0cea81214d6c	awn4-07302435-n	n
ابتلاء	محنة	awn4-e60d8d8edcc2a	awn4-e0cea81214d6c	awn4-07387559-n	n
ابتلاع	استهلاك	awn4-eb3716cb83d62	awn4-e3a1fafe747ab	awn4-00839759-n	n
ابتلاع	تناول	awn4-eb3716cb83d62	awn4-e13aae9fa9e98	awn4-00839759-n	n
ابتلع	امتص	awn4-e073f5e3a0f6b	awn4-e58cec08b5d36	awn4-02771422-v	v
ابتلع	كظم	awn4-e119ff6e6197f	awn4-ea4364d1a7687	awn4-00739357-v	v
ابتلع (القصة)	صدق بسهولة	awn4-e0d68bdaf5465	awn4-ec36f20b68cac	awn4-00603054-v	v
ابتلي	اصاب	awn4-ebc269b6d8438	awn4-e6b2364759956	awn4-00260813-v	v
ابتلي	اصاب بمكروه	awn4-e35456ed07cf8	awn4-ee6d0cc9eeb1f	awn4-01801741-v	v
ابتلي	امتحن	awn4-e35456ed07cf8	awn4-e35ceedc62b03	awn4-01802793-v	v
ابتلي	امتحن بشدة	awn4-e35456ed07cf8	awn4-eb257fd26e19f	awn4-01802000-v	v
ابتلي	نكب	awn4-e35456ed07cf8	awn4-e7b47dc31ab80	awn4-01801741-v	v
ابتني علي	استند الي	awn4-ef1076123ce78	awn4-efff94afcecd1	awn4-02669721-v	v
ابتني علي	قام علي	awn4-ef1076123ce78	awn4-e0eb3e1878116	awn4-02669721-v	v
ابتهاج	احتفال	awn4-ecb76344c7823	awn4-e929a3ef75e50	awn4-07465251-n	n
ابتهاج	احتفال صاخب	awn4-ecb76344c7823	awn4-eb22c89cd7e5b	awn4-00510857-n	n
ابتهاج	تهلل	awn4-ecb76344c7823	awn4-e5bb8a00739a9	awn4-07144130-n	n
ابتهاج	جذل	awn4-ecb76344c7823	awn4-edfd042c04191	awn4-14428629-n	n
ابتهاج	زهو	awn4-ecb76344c7823	awn4-e9d2a6238bd26	awn4-07543044-n	n
ابتهاج	مرح	awn4-ecb76344c7823	awn4-ea4928ed7af3f	awn4-00510857-n	n
ابتهاج خبيث	شماتة	awn4-e7fdbd8f594e7	awn4-eac41a556e724	awn4-07547664-n	n
ابتهال	دعاء	awn4-ef9dd3ea63f0c	awn4-e632baa57f8f1	awn4-01044000-n	n
ابتهال	دعاء	awn4-ef9dd3ea63f0c	awn4-e632baa57f8f1	awn4-07203790-n	n
ابتهال	دعاء	awn4-ef9dd3ea63f0c	awn4-e632baa57f8f1	awn4-07204950-n	n
ابتهال	صلاة	awn4-ef9dd3ea63f0c	awn4-e08da7946c3ef	awn4-01044000-n	n
ابتهال	صلاة	awn4-ef9dd3ea63f0c	awn4-e08da7946c3ef	awn4-07203790-n	n
ابتهال	طلبة	awn4-ef9dd3ea63f0c	awn4-e579eedd1c377	awn4-06469112-n	n
ابتهال لرفع البلاء	استعاذة	awn4-e5b253263628c	awn4-edfe1c8819db3	awn4-92470532-n	n
ابتهالي	تضرعي	awn4-e46cf84b72b0d	awn4-e03e78193c0cc	awn4-00718207-s	s
ابتهج	احتفل باليوبيل	awn4-eb34527cdecd5	awn4-efd5bfe9a58aa	awn4-02496911-v	v
ابتهج	استمتع	awn4-e5c7c865e8c43	awn4-e8e3e1a79bfbf	awn4-01193481-v	v
ابتهج	انشرح	awn4-e5c7c865e8c43	awn4-e48ad5a6c8720	awn4-00860817-v	v
ابتهج	فرح	awn4-e5c7c865e8c43	awn4-e91f7666a076d	awn4-01817851-v	v
ابتهل	تضرع	awn4-eb37f69d38c95	awn4-e97366e2cae6d	awn4-00760932-v	v
ابتهل	تضرع	awn4-eb37f69d38c95	awn4-e97366e2cae6d	awn4-00761132-v	v
ابتون سنكلير	سنكلير	awn4-edaf3d05a00e6	awn4-e1a9429cc95bf	awn4-11322444-n	n
ابجدي	الفبائي	awn4-eca9cad6f8b69	awn4-e9a9092f016ad	awn4-02624611-a	a
ابجدي	هجائي	awn4-e1b8fae3ea962	awn4-e2da92baee09d	awn4-00101395-a	a
ابجدية	الفباء	awn4-ee4cb55cabf12	awn4-e4809250ea8de	awn4-06509450-n	n
ابجدية	حروف الهجاء	awn4-ee4cb55cabf12	awn4-ef9e543a13a65	awn4-06509450-n	n
ابجدية الاصابع	ابجدية يدوية	awn4-e3b013f01b719	awn4-e5e94b1bba516	awn4-06512756-n	n
ابجدية يدوية	ابجدية الاصابع	awn4-e5e94b1bba516	awn4-e3b013f01b719	awn4-06512756-n	n
ابجون	ريتشارد ابجون	awn4-ed5f186b6c10d	awn4-ee3b5490681e3	awn4-11376507-n	n
ابح	فاقد الصوت	awn4-ed293ee69c1cf	awn4-e5aeb75f37de9	awn4-00152929-s	s
ابحار	رحلة طويلة	awn4-ecb72757be094	awn4-e8395d447344f	awn4-00313379-n	n
ابحار	عمل بحري	awn4-ecb72757be094	awn4-ea777b0b12bc0	awn4-00315295-n	n
ابحار	ملاحة	awn4-ecb72757be094	awn4-ea377af44f526	awn4-00315295-n	n
ابحار باليخوت	ركمجة	awn4-e37a8496873d3	awn4-ecf0d766226e3	awn4-00316216-n	n
ابحر	تنقل	awn4-e9a09a682367a	awn4-e21c61e23b93f	awn4-01936675-v	v
ابحر	ركب المتن	awn4-e9a09a682367a	awn4-e57c4a3fb52dc	awn4-01983476-v	v
ابحر	سافر بحرا	awn4-e9a09a682367a	awn4-e7be2268dbf2a	awn4-01850262-v	v
ابحر	صعد الي السفينة	awn4-e9a09a682367a	awn4-e184d8c733ae7	awn4-01983476-v	v
ابحر	مخر العباب	awn4-e9a09a682367a	awn4-eb99753b3ad09	awn4-01949375-v	v
ابحر بالبخار	سافر بالبخار	awn4-e860357dcca96	awn4-eace0e7ddaf9a	awn4-01948835-v	v
ابخازيا	جمهورية ابخازيا	awn4-edcd7d4d59edb	awn4-ef03fd1e7927f	awn4-09041725-n	n
ابخرة العادم	عادم	awn4-e98bcc13bb764	awn4-e5f8884ecea78	awn4-14861534-n	n
ابخص	تارسيوس	awn4-e759a48efc874	awn4-e92dabe1e30fb	awn4-02504063-n	n
ابخصيات	رتيبة الابخصيات	awn4-ed9dfbc78be78	awn4-e5f2fda032213	awn4-02503732-n	n
ابخق	ناتئ الاسنان	awn4-e2d07f40909cb	awn4-e451ccf7bb7df	awn4-02447859-s	s
ابد	خلد	awn4-ed096189b5521	awn4-eb43203395584	awn4-00554285-v	v
ابد	خلد	awn4-ed096189b5521	awn4-eb43203395584	awn4-02654508-v	v
ابدا	بتاتا	awn4-e5f7b3a5b4f67	awn4-eb74051e5f534	awn4-00021214-r	r
ابدا	بتاتا	awn4-e5f7b3a5b4f67	awn4-eb74051e5f534	awn4-00057267-r	r
ابدا	دائما	awn4-e5f7b3a5b4f67	awn4-ebc35ba9c626a	awn4-00019801-r	r
ابدا	دوما	awn4-e5f7b3a5b4f67	awn4-ea176ebedd874	awn4-00019801-r	r
ابدا	علي الاطلاق	awn4-e5f7b3a5b4f67	awn4-e6ab629eed031	awn4-00057267-r	r
ابدا	علي الاطلاق	awn4-e5f7b3a5b4f67	awn4-e6ab629eed031	awn4-00147423-r	r
ابدا	في المشمش	awn4-e5f7b3a5b4f67	awn4-e3e1b0681556d	awn4-00165875-r	r
ابدا	في اي وقت	awn4-e5f7b3a5b4f67	awn4-e55681557f7ce	awn4-00147423-r	r
ابدا	قط	awn4-e5f7b3a5b4f67	awn4-eab9e4e1178ac	awn4-00021214-r	r
ابدا	ليس بعد الان	awn4-e5f7b3a5b4f67	awn4-ebd8251ee734e	awn4-00411507-r	r
ابداع	ابتكار	awn4-e869fd7c414b4	awn4-e3f0441eb21e1	awn4-03133774-n	n
ابداع	ابتكار	awn4-e869fd7c414b4	awn4-e3f0441eb21e1	awn4-05632483-n	n
ابداع	ابتكار	awn4-e869fd7c414b4	awn4-e3f0441eb21e1	awn4-05642612-n	n
ابداع	تفكير ابداعي	awn4-e869fd7c414b4	awn4-e634060169857	awn4-05632483-n	n
ابداع	خلق	awn4-e869fd7c414b4	awn4-e78d6cca805d5	awn4-03133774-n	n
ابداع	خلق	awn4-e869fd7c414b4	awn4-eb85b2fe00ceb	awn4-00910190-n	n
ابداع	عبقرية	awn4-e869fd7c414b4	awn4-e7e2c5c552796	awn4-05641517-n	n
ابداع	قدرة ابتكارية	awn4-e869fd7c414b4	awn4-eda71646546b8	awn4-05641517-n	n
ابداع	نشاط ابداعي	awn4-e869fd7c414b4	awn4-e30c85683715e	awn4-00910190-n	n
ابداع ذهني	خلق عقلي	awn4-e18c75a105354	awn4-e9be28d49044a	awn4-00929076-n	n
ابداع فني	فن	awn4-e7fd78dcdd30d	awn4-ef682f6592cc8	awn4-00935235-n	n
ابداعي	بناء	awn4-e3af9d5e6ebc7	awn4-ec97066f51ee0	awn4-00587863-s	s
ابدع	ابتكر	awn4-e6581e62b8847	awn4-e8bdf79433a09	awn4-01689208-v	v
ابدع	ابهر	awn4-ec199abba9fd5	awn4-ea42d1df1dd9b	awn4-90008852-v	v
ابدع	ادي ببراعة	awn4-ec199abba9fd5	awn4-eb97ec02fb8b5	awn4-01717446-v	v
ابدع	تالق	awn4-ec199abba9fd5	awn4-e781deed12c20	awn4-82316888-v	v
ابدع	خلق	awn4-ec199abba9fd5	awn4-e9e0871935aea	awn4-01643749-v	v
ابدع	صنع	awn4-ec199abba9fd5	awn4-e2b96655e9590	awn4-01643749-v	v
ابدي	ارتسم علي وجهه	awn4-ec8aba086e53e	awn4-ef821220613e7	awn4-02745909-v	v
ابدي	ازلي	awn4-e2e4aae7307b1	awn4-e70a3b19bb5a1	awn4-01759536-s	s
ابدي	اظهر	awn4-ec8aba086e53e	awn4-e9869f7680ae3	awn4-02637937-v	v
ابدي	اظهر	awn4-efb574c601cd8	awn4-edf6911a219af	awn4-00945869-v	v
ابدي	اظهر	awn4-efb574c601cd8	awn4-edf6911a219af	awn4-00946279-v	v
ابدي	اظهر	awn4-efb574c601cd8	awn4-edf6911a219af	awn4-02141597-v	v
ابدي	اعطي	awn4-efb574c601cd8	awn4-ef4f1986056e9	awn4-00880397-v	v
ابدي	اعطي	awn4-efb574c601cd8	awn4-ef4f1986056e9	awn4-01062366-v	v
ابدي	اولي	awn4-efb574c601cd8	awn4-e7768b6d12718	awn4-01062366-v	v
ابدي	خالد	awn4-e2e4aae7307b1	awn4-e1c3e46f3e261	awn4-00354532-s	s
ابدي	دهري	awn4-e2e1f3c4a0239	awn4-e95dd9db63015	awn4-02731048-a	a
ابدي	سرمدي	awn4-e2e4aae7307b1	awn4-ecf133d4ebcfb	awn4-01011536-s	s
ابدي	سرمدي	awn4-e2e4aae7307b1	awn4-ecf133d4ebcfb	awn4-01441617-s	s
ابدي	سرمدي	awn4-e2e4aae7307b1	awn4-ecf133d4ebcfb	awn4-01759536-s	s
ابدي	عبر عن	awn4-efb574c601cd8	awn4-e11bbfc2e3093	awn4-00945869-v	v
ابدي	عرض	awn4-efb574c601cd8	awn4-ee46d1353c5bd	awn4-00708386-v	v
ابدي	قدم	awn4-ec8aba086e53e	awn4-ea0dbe2da35fc	awn4-02381380-v	v
ابدي استعدادا للتهديد	هدد بفعل شيء	awn4-ed237028d302f	awn4-eec0eece5f9db	awn4-00873286-v	v
ابدي استياء	تبرم	awn4-e0e5e958c85ae	awn4-e836602a9c6de	awn4-00912844-v	v
ابدي رايا	تحدث بصراحة	awn4-e53dba5f9a477	awn4-ee53803412ef7	awn4-01029677-v	v
ابدي رايا تحريريا	كتب افتتاحية	awn4-ea9064819bf6c	awn4-e8bb7686652f0	awn4-01029933-v	v
ابدي ملاحظة	علق	awn4-ed4ff69fa5fd5	awn4-eafc0e2a3c4db	awn4-01060446-v	v
ابديا	الي الابد	awn4-eacba6982846d	awn4-ef1a5dbc91de2	awn4-00088030-r	r
ابدية	بقاء	awn4-e5ca81f144150	awn4-ec446ed50d2e4	awn4-05061577-n	n
ابدية	خلود	awn4-e5ca81f144150	awn4-e2f061a3538b5	awn4-05060678-n	n
ابدية	خلود	awn4-e5ca81f144150	awn4-e2f061a3538b5	awn4-13980191-n	n
ابدية	خلود	awn4-e5ca81f144150	awn4-e2f061a3538b5	awn4-15268787-n	n
ابدية	دهر	awn4-e5ca81f144150	awn4-e13d6287e8401	awn4-15298392-n	n
ابدية	سرمدية	awn4-e5ca81f144150	awn4-e45eeef9baad0	awn4-05060678-n	n
ابدية	سرمدية	awn4-e5ca81f144150	awn4-e45eeef9baad0	awn4-13980191-n	n
ابدية	سرمدية	awn4-e5ca81f144150	awn4-e45eeef9baad0	awn4-15268787-n	n
ابر	لقح	awn4-e6cae71db5820	awn4-e8f487f3f9361	awn4-00053776-v	v
ابر اسبانية	بيدنس ثنائي الريش	awn4-ed5adc0f44798	awn4-ec8e81e70d526	awn4-11960818-n	n
ابراء ذمة	اخلاء طرف	awn4-e1fe2adca523a	awn4-eaa6cb10f2435	awn4-00214561-n	n
ابراء ذمة	تسديد	awn4-e1fe2adca523a	awn4-ea94bc34b50f6	awn4-13320674-n	n
ابراء ذمة	تنازل	awn4-e1fe2adca523a	awn4-e28662af394c7	awn4-00214561-n	n
ابراء ذمة	تنازل	awn4-e1fe2adca523a	awn4-e28662af394c7	awn4-01110546-n	n
ابراء ذمة	سداد	awn4-e1fe2adca523a	awn4-e778df3bbeee8	awn4-13320674-n	n
ابراء ذمة	سند تنازل	awn4-e1fe2adca523a	awn4-ef343e2f85d08	awn4-06558774-n	n
ابراء ذمة	مخالصة	awn4-e1fe2adca523a	awn4-e0314fa6e1a3a	awn4-06564805-n	n
ابراء ذمة	مخالصة	awn4-e1fe2adca523a	awn4-e0314fa6e1a3a	awn4-13424693-n	n
ابراء واستيفاء	تسوية الرضا	awn4-e5e0f2e5df8e9	awn4-ef06625a8712d	awn4-07193185-n	n
ابراتروبيوم بروميد	اتروفنت	awn4-ef8e619c7d31f	awn4-e80ed2f143d52	awn4-03589280-n	n
ابراز	اخراج	awn4-e0921fae3e371	awn4-ec8ece07308fa	awn4-13494300-n	n
ابراز	تجسيد خارجي	awn4-e0921fae3e371	awn4-e3fc5349b157c	awn4-00934439-n	n
ابراز	طرح	awn4-e0921fae3e371	awn4-e9abe3dfba840	awn4-13494300-n	n
ابراز ضوئي	منطقة مضيئة	awn4-e0e7b384519ed	awn4-ed69fa3d777e1	awn4-04959297-n	n
ابراشي	تجمعي	awn4-e13da6458b270	awn4-ec34d2ad218cd	awn4-02966345-a	a
ابراق	تلغراف	awn4-e3bff918e3b87	awn4-ec921db4a725b	awn4-04407634-n	n
ابراق	تلغراف	awn4-e3bff918e3b87	awn4-ec921db4a725b	awn4-06285574-n	n
ابراق ضوئي	ارسال صور بالتلغراف	awn4-ea6b33a708c8d	awn4-e6d4e7d3965aa	awn4-92464492-n	n
ابراق لاسلكي	راديو تلغراف	awn4-e49cf0e5ed364	awn4-efe953a2b91f1	awn4-06286124-n	n
ابراكسي	تعذري الحركة	awn4-ee321f4bd2e6c	awn4-ef98dc656ffa2	awn4-01021951-s	s
ابراكسيا	تعذر الاداء	awn4-ea18306dc8b80	awn4-ee4ace7318623	awn4-14114608-n	n
ابرام	تصديق	awn4-e4843bc3080fb	awn4-e73fc639fd7aa	awn4-07194603-n	n
ابرام	تنفيذ	awn4-e4843bc3080fb	awn4-e678399d58f34	awn4-06566069-n	n
ابرام	ختام	awn4-e4843bc3080fb	awn4-e89dcb1f1fbb3	awn4-07192282-n	n
ابرام	مصادقة	awn4-e4843bc3080fb	awn4-e8024130375ba	awn4-07194603-n	n
ابراميس	سمك المرجان	awn4-e53beb15b49e9	awn4-eee59d1f52a39	awn4-07806057-n	n
ابراهام لينكولن	لينكولن	awn4-e552dcac67e3d	awn4-e4984948d454d	awn4-11152452-n	n
ابرة	حقنة	awn4-ef3ec24749b6a	awn4-eaefa170e1491	awn4-00698618-n	n
ابرة	شويكة	awn4-e3dc4c0c095f6	awn4-eb74e1a1b3f6a	awn4-09209933-n	n
ابرة	مؤشر	awn4-ef3ec24749b6a	awn4-ecb3cc2bb15b7	awn4-03821934-n	n
ابرة ادم	يوكا خيطية	awn4-ea093ccc6eaf1	awn4-ee2f45a559d9e	awn4-12503932-n	n
ابرة التسجيل	ابرة الفونوغراف	awn4-e63edb971f653	awn4-e844b9c17d066	awn4-04353757-n	n
ابرة التغليف	مسلة	awn4-eedd4f05c78e7	awn4-ed6edd4a5f0b7	awn4-03877845-n	n
ابرة الراعي	جنس الغرنوقي	awn4-e429221edea85	awn4-e86742507a65d	awn4-12706440-n	n
ابرة الراعي	غرنوقي	awn4-e429221edea85	awn4-ecbcc53ace715	awn4-12706192-n	n
ابرة الراعي	غرنوقي	awn4-e429221edea85	awn4-ecbcc53ace715	awn4-12706440-n	n
ابرة الراعي	غرنوقي	awn4-e429221edea85	awn4-ecbcc53ace715	awn4-12706592-n	n
ابرة الراعي البرية	غرنوقي مبقع	awn4-e1d019d72fc04	awn4-e054e9ba3125a	awn4-12706838-n	n
ابرة الراعي الريشية	بلوط القدس	awn4-e27762ee3b332	awn4-ea0ecb0f7258c	awn4-11849674-n	n
ابرة الراعي الريشية	شاي مكسيكي	awn4-e27762ee3b332	awn4-e4be718ebfc34	awn4-11849674-n	n
ابرة الراعي المرجية	غرنوقي المروج	awn4-e648980b5335a	awn4-ed426741012de	awn4-12707035-n	n
ابرة الراعي المنتنة	عشبة روبرت	awn4-e93311adabea3	awn4-eb61a35f975ac	awn4-12707437-n	n
ابرة الراعي الناعمة	غرنوقي قدم الحمامة	awn4-e4063c7200026	awn4-e89fda38d6186	awn4-12707805-n	n
ابرة العجوز	ابو مقص	awn4-eb7226fe8f0bd	awn4-eaebf52961885	awn4-02275523-n	n
ابرة العجوز	الفصيلة الفورفيكولية	awn4-eb7226fe8f0bd	awn4-e2392db6fd1c2	awn4-02275772-n	n
ابرة العجوز	حشرة اذن	awn4-eb7226fe8f0bd	awn4-e2a410d2c470e	awn4-02276044-n	n
ابرة الفونوغراف	ابرة التسجيل	awn4-e844b9c17d066	awn4-e63edb971f653	awn4-04353757-n	n
ابرة تحت الجلد	ابرة حقن	awn4-ee1222b8aebd9	awn4-ed73716fd9c22	awn4-03560744-n	n
ابرة تطريز	ابرة رتق	awn4-e5411e1ed29b0	awn4-e1755038c492f	awn4-03167222-n	n
ابرة حقن	ابرة تحت الجلد	awn4-ed73716fd9c22	awn4-ee1222b8aebd9	awn4-03560744-n	n
ابرة حياكة	سنارة تريكو	awn4-e147de847d010	awn4-eb8470febe94f	awn4-03630937-n	n
ابرة رتق	ابرة تطريز	awn4-e1755038c492f	awn4-e5411e1ed29b0	awn4-03167222-n	n
ابرة غليظة	مخلال	awn4-e02d592cf6646	awn4-e57dd92573bc5	awn4-02864849-n	n
ابرة كروشيه	سنارة كروشيه	awn4-e01636b0da83d	awn4-e61bed70f4d8d	awn4-03137701-n	n
ابرة نقش	قلم	awn4-e55e53bf72ef0	awn4-e1b02ec148b2f	awn4-04353589-n	n
ابرد	تساقط البرد	awn4-e62b88edd93d2	awn4-eada4a8243147	awn4-02765073-v	v
ابردين انغوس	انغوس	awn4-ef736b2ac807f	awn4-eef7609c5198c	awn4-02408581-n	n
ابردين انغوس	انغوس اسود	awn4-ef736b2ac807f	awn4-e60274bda7f4c	awn4-02408581-n	n
ابرز	اخرج	awn4-e1537931978b1	awn4-e924ae140c8c3	awn4-01877150-v	v
ابرز	اخرج	awn4-ebdc21e3dd14a	awn4-eb58c77a97cf2	awn4-00072742-v	v
ابرز	استعرض	awn4-e1537931978b1	awn4-ea29f2506c241	awn4-02148369-v	v
ابرز	اظهر	awn4-e1537931978b1	awn4-edf6911a219af	awn4-00515544-v	v
ابرز	اظهر	awn4-e1537931978b1	awn4-edf6911a219af	awn4-01016195-v	v
ابرز	اظهر	awn4-e1537931978b1	awn4-edf6911a219af	awn4-02145619-v	v
ابرز	اظهر	awn4-e1537931978b1	awn4-edf6911a219af	awn4-02147756-v	v
ابرز	افرز	awn4-ebdc21e3dd14a	awn4-ef9a68782f194	awn4-00072742-v	v
ابرز	اكد	awn4-e1537931978b1	awn4-e47a233caddfc	awn4-01015376-v	v
ابرز	حدد	awn4-ebdc21e3dd14a	awn4-ef519ba8da1c3	awn4-00040937-v	v
ابرز	سلط الضوء علي	awn4-e1537931978b1	awn4-e93f1ad13d344	awn4-00515150-v	v
ابرز	شدد	awn4-e1537931978b1	awn4-e8bc79177cddd	awn4-01015376-v	v
ابرز	كشف	awn4-e1537931978b1	awn4-e785b60c0f76b	awn4-02147756-v	v
ابرز جمال	انصف	awn4-e402195afaaa1	awn4-e22a427b7c43b	awn4-02142926-v	v
ابرز كعنوان	تصدر العناوين	awn4-effcd029223d3	awn4-e4951207b0d04	awn4-00978256-v	v
ابرز لونا	عكس	awn4-eed95ffa8caf0	awn4-e675a315d33b4	awn4-00514838-v	v
ابرز نقطة	ذروة	awn4-e3107f3d1a823	awn4-e591fdd4ad67d	awn4-05877401-n	n
ابرش	اشهب	awn4-ed06ccee94c49	awn4-ead10354026aa	awn4-00401533-s	s
ابرشي	رعوي	awn4-ef5550d27fd2b	awn4-eaa78435b7de9	awn4-02882999-a	a
ابرشية	اسقفية	awn4-e0d95cb53e07a	awn4-e02b34b381f8f	awn4-08568541-n	n
ابرشية	ايبارشية	awn4-e0d95cb53e07a	awn4-e2eddd12cec00	awn4-08671835-n	n
ابرشية	رعية	awn4-e0d95cb53e07a	awn4-e5f200c860fc0	awn4-08240609-n	n
ابرشية رئيس الاساقفة	مطرانية	awn4-e8339bcc80c21	awn4-e24ca84d0de34	awn4-08568030-n	n
ابرشية كبري	مقاطعة كنسية	awn4-efe45d4c4ddcb	awn4-e4e129ee27182	awn4-14539418-n	n
ابرص	جذامي	awn4-e3c161487c585	awn4-e7d2b101cad36	awn4-02840596-a	a
ابرص	مجذوم	awn4-ef575a8800c53	awn4-ef77a4bdde3d2	awn4-10274367-n	n
ابرصي	مهقي	awn4-eedd90a6c8a41	awn4-edcc849697094	awn4-02620401-a	a
ابرق	ارسل بسرعة	awn4-ed6c38d5516f4	awn4-e99a8787b08db	awn4-00931471-v	v
ابرق	اشار (سيمافور)	awn4-ed6c38d5516f4	awn4-e9e21b46b4bdd	awn4-01042150-v	v
ابركات	لكمة صاعدة	awn4-eae256696c280	awn4-ed551814baddf	awn4-01177685-n	n
ابرم	اتم	awn4-ed9f7e1eb5a4e	awn4-ed887c9b13bd8	awn4-00765876-v	v
ابرم	حسم	awn4-ee4822bf09095	awn4-ee98371a7f956	awn4-00765758-v	v
ابرم	عقد	awn4-ed9f7e1eb5a4e	awn4-e12180f2e6caf	awn4-01073784-v	v
ابرم ميثاقا	تعاهد	awn4-ed0be7e984c16	awn4-e610aea1b14a9	awn4-01032865-v	v
ابرم ميثاقا	عاهد	awn4-ed0be7e984c16	awn4-e2d4992638e9c	awn4-02480203-v	v
ابرن	حامل اطباق	awn4-eb9d1fe004c03	awn4-e9da55f1281a6	awn4-03297514-n	n
ابرونية	رعي الحمام الرملي	awn4-ea62ea76d001c	awn4-e09852dd6bd84	awn4-11857191-n	n
ابري	ابري الشكل	awn4-e40d65b5484d8	awn4-e3f66620a1f43	awn4-02174690-s	s
ابري	حاد	awn4-e40d65b5484d8	awn4-e26cda156108d	awn4-01815474-s	s
ابري	ذو حمة	awn4-e4f06772dd3d9	awn4-e6ec086896435	awn4-02613486-a	a
ابري	شائك	awn4-e4f06772dd3d9	awn4-e6c47c3400785	awn4-02611849-a	a
ابري الشكل	ابري	awn4-e3f66620a1f43	awn4-e40d65b5484d8	awn4-02174690-s	s
ابريسولين	هيدرالازين	awn4-ee01d3cc04749	awn4-ecb2bf3fa1698	awn4-03555851-n	n
ابريق	جرة	awn4-eab9c636aff0e	awn4-e815e17d393d5	awn4-03608935-n	n
ابريق الشمس	هيليامفورا	awn4-e52e7b3230be1	awn4-ea9f941c9ace3	awn4-12802181-n	n
ابريق بغطاء	قنينة كبيرة	awn4-e2e8f8becbd81	awn4-e4a46002ea53e	awn4-03360614-n	n
ابريق ترشيح	ابريق تقطير	awn4-e2e354022cd46	awn4-ecee58cf0b107	awn4-03247209-n	n
ابريق ترشيح	ركوة ترشيح	awn4-e2e354022cd46	awn4-eecc93760e28e	awn4-03921237-n	n
ابريق تقطير	ابريق ترشيح	awn4-ecee58cf0b107	awn4-e2e354022cd46	awn4-03247209-n	n
ابريق ري	مرشة	awn4-ed53692a7421f	awn4-e4d39eef2b65d	awn4-04567578-n	n
ابريق شاي معدني	غلاية شاي	awn4-ef448f73b98f3	awn4-ea0ecf1351b41	awn4-04404903-n	n
ابريق غلي	غلاية	awn4-e88c9be5b8324	awn4-e98f7f8e1bc89	awn4-03618023-n	n
ابريق قشدة	وعاء كريمة	awn4-ebda909e8af26	awn4-e9b5158450ac6	awn4-03133652-n	n
ابريق ماء	جرة ماء	awn4-e23fbc3a84903	awn4-ee8c44f114ebe	awn4-04568090-n	n
ابريق ملتحي	بيلارمين	awn4-ed7c77404ba51	awn4-e04491ad0fe4b	awn4-02828382-n	n
ابريل	نيسان	awn4-e7ca66d918271	awn4-e0ec3fad226d9	awn4-15235985-n	n
ابزو	ابسو	awn4-eab2ddaa5e3f0	awn4-e573b34c014cb	awn4-09539012-n	n
ابزيم	مشبك	awn4-ee25e5e0757df	awn4-e4b85033dff0a	awn4-02913678-n	n
