entityId	languageTag	label	description	typeId	typeLabel	sitelinks	enwikiUrl
Q107388867	en	Kapoxó	extinct language of Brazil	Q34770	language	1	https://en.wikipedia.org/wiki/Kapox%C3%B3_language
Q107398	en	Akranes	town in Iceland	Q515	city	66	https://en.wikipedia.org/wiki/Akranes
Q107401	en	Sivas	central district and city in Sivas Province, Turkey	Q515	city	90	https://en.wikipedia.org/wiki/Sivas
Q1074103	en	University of Science and Technology of China	university in Hefei, China	Q3918	university	30	https://en.wikipedia.org/wiki/University_of_Science_and_Technology_of_China
Q107410460	en	Kukkuzi	dialect of Votic spoken in a part of Russia	Q34770	language	2	https://en.wikipedia.org/wiki/Kukkuzi_dialect
Q107427036	en	Bororo of Cabaçal	extinct language of Brazil	Q34770	language	5	https://en.wikipedia.org/wiki/Bororo_of_Caba%C3%A7al
Q107452086	en	Ecuadorian Siona	dialect of Siona, a Tucanoan language	Q34770	language	1	https://en.wikipedia.org/wiki/Ecuadorian_Siona
Q10751739	en	Tlahuica	indigenous language of Mexico	Q34770	language	8	https://en.wikipedia.org/wiki/Ocuiltec_language
Q107548681	en	Noakhali	languoid spoken in greater Noakhali and southern Tripura	Q34770	language	6	https://en.wikipedia.org/wiki/Noakhali_language
Q107582	en	Cēsis	city and capital of Cēsis Municipality, Latvia	Q515	city	60	https://en.wikipedia.org/wiki/C%C4%93sis
Q1076606	en	University Joseph Ki-Zerbo	university in Burkina Faso	Q3918	university	20	https://en.wikipedia.org/wiki/University_of_Ouagadougou
Q107675540	en	St. Marys Bay French	Acadian dialect of Nova Scotia, Canada	Q34770	language	1	https://en.wikipedia.org/wiki/St._Marys_Bay_French
Q107694220	en	Yuanmen		Q34770	language	1	https://en.wikipedia.org/wiki/Yuanmen_language
Q10771067	en	Siroi	language	Q34770	language	5	https://en.wikipedia.org/wiki/Siroi_language
Q107718199	en	Lampung Cikoneng	language in Indonesia	Q34770	language	1	
Q107722582	en	Bouhin	language spoken in Southern China	Q34770	language	1	https://en.wikipedia.org/wiki/Bouhin_language
Q107722584	en	Ha Em		Q34770	language	1	https://en.wikipedia.org/wiki/Ha_Em_language
Q107722588	en	Lauhut		Q34770	language	1	https://en.wikipedia.org/wiki/Lauhut_language
Q107722590	en	Nadou		Q34770	language	2	https://en.wikipedia.org/wiki/Nadou_language
Q107722594	en	Zandui		Q34770	language	1	https://en.wikipedia.org/wiki/Zandui_language
Q107722596	en	Baisha		Q34770	language	1	https://en.wikipedia.org/wiki/Baisha_language
Q107722597	en	Tongzha		Q34770	language	1	https://en.wikipedia.org/wiki/Tongzha_language
Q107722599	en	Baoting		Q34770	language	1	https://en.wikipedia.org/wiki/Baoting_language
Q107722601	en	Changjiang		Q34770	language	1	https://en.wikipedia.org/wiki/Changjiang_language
Q107722602	en	Moyfaw		Q34770	language	1	https://en.wikipedia.org/wiki/Moyfaw_language
Q1077450	en	Onondaga	Iroquoian language native to the southern shores of lake Ontario in NE North America	Q34770	language	14	https://en.wikipedia.org/wiki/Onondaga_language
Q107752469	en	Siberian Finnish	form of Finnish spoken in Siberia	Q34770	language	5	https://en.wikipedia.org/wiki/Siberian_Finnish
Q108099871	en	Alor Malay	East Indonesian Malay Creole language	Q34770	language	4	https://en.wikipedia.org/wiki/Alor_Malay
Q108155	en	Kunduz	city in northern Afghanistan	Q515	city	78	https://en.wikipedia.org/wiki/Kunduz
Q108223	en	Belize City	most populous city in Belize and capital of the district of Belize	Q515	city	89	https://en.wikipedia.org/wiki/Belize_City
Q1083	en	Salerno	Italian city and commune of Campania	Q515	city	109	https://en.wikipedia.org/wiki/Salerno
Q1083015	en	Singdarin	linguistic register	Q34770	language	4	
Q108672	en	Dąbrowa Górnicza	city in the Dąbrowa Basin (the Lesser Poland part of the Silesian Voivodeship), Poland	Q515	city	69	https://en.wikipedia.org/wiki/D%C4%85browa_G%C3%B3rnicza
Q108679	en	Ruda Śląska	city in Poland in Silesian Voivodeship	Q515	city	69	https://en.wikipedia.org/wiki/Ruda_%C5%9Al%C4%85ska
Q10868363	en	Shangdang dialects	language	Q34770	language	2	
Q10882115	en	Wutai dialects	language	Q34770	language	2	
Q108839994	en	Oppenheimer	2023 film directed by Christopher Nolan	Q11424	film	80	https://en.wikipedia.org/wiki/Oppenheimer_(film)
Q10884275	en	Xiandao	language	Q34770	language	4	https://en.wikipedia.org/wiki/Xiandao_dialect
Q108864467	en	Chaharmahali Turkic	chaharmahal Oghuz Turkic variety	Q34770	language	7	https://en.wikipedia.org/wiki/Chaharmahali_Turkic
Q108887937	en	West Gyalrongic	branch of the Gyalrongic languages of Sino-Tibetan	Q34770	language	3	https://en.wikipedia.org/wiki/West_Gyalrongic_languages
Q1089069	en	Kazukuru	language	Q34770	language	13	https://en.wikipedia.org/wiki/Kazukuru_language
Q1089116	en	Beary	Dravidian language spoken by the Beary	Q34770	language	8	https://en.wikipedia.org/wiki/Byari_dialect
Q1089151	en	Sri Lanka Malay language	creole formed from the mix of Sinhala and Tamil with Malay	Q34770	language	11	https://en.wikipedia.org/wiki/Sri_Lanka_Malay_language
Q109092	en	Kilkenny	city in County Kilkenny, Ireland	Q515	city	64	https://en.wikipedia.org/wiki/Kilkenny
Q1091095	en	Warekena	language	Q34770	language	12	https://en.wikipedia.org/wiki/Baniwa_of_Guain%C3%ADa
Q109116	en	The Great Dictator	1940 film directed by Charlie Chaplin	Q11424	film	81	https://en.wikipedia.org/wiki/The_Great_Dictator
Q10913056	en	Historical Chinese	language	Q34770	language	1	
Q109165661	en	Maipure–Avane	lanugage classification including the Maipure and Avane languages	Q34770	language	1	https://en.wikipedia.org/wiki/Maipure%E2%80%93Avane_language
Q10919956	en	Lu Liang dialects	language	Q34770	language	2	
Q109214	en	A Momentary Lapse of Reason	1987 studio album by Pink Floyd	Q482994	album	42	https://en.wikipedia.org/wiki/A_Momentary_Lapse_of_Reason
Q109252766	en	Ndzerem	Grassfields Bantu language of Cameroon	Q34770	language	1	https://en.wikipedia.org/wiki/Ndzerem_language
Q109256570	en	Kordali	one of the Kurdish languages	Q34770	language	7	https://en.wikipedia.org/wiki/Kordali_language
Q109297657	en	Armenian Romanian dialects	Extinct Armenian dialect in Romania	Q34770	language	1	https://en.wikipedia.org/wiki/Armenian_Romanian_dialects
Q1093206	en	Jamaican Maroon spirit-possession language	language	Q34770	language	4	https://en.wikipedia.org/wiki/Jamaican_Maroon_Creole
Q109322418	en	Comechingón	Argentinian isolate exint language	Q34770	language	2	https://en.wikipedia.org/wiki/Comeching%C3%B3n_language
Q10933770	en	Da–Bao	language	Q34770	language	2	
Q109361777	en	Modern Japanese	language	Q34770	language	1	
Q109386	en	Nampo	city and seaport in South Pyongan Province, North Korea	Q515	city	65	https://en.wikipedia.org/wiki/Nampo
Q109401654	en	American Rusyn	language of Eastern Europe	Q34770	language	0	
Q1094046	en	City, University of London	university	Q3918	university	31	https://en.wikipedia.org/wiki/City,_University_of_London
Q10941068	en	Taiyuan dialect	language of Jin Chinese	Q34770	language	3	
Q109421960	en	Rathwali	language spoken in Utrarakhand in India	Q34770	language	2	https://en.wikipedia.org/wiki/Rathwali_dialect
Q109431506	en	Surabaya Javanese	Arekan Javanese dialect of Eastern Javanese spoken in Greater Surabaya	Q34770	language	5	
Q1094742	en	University of Sunderland	university in Sunderland, United Kingdom	Q3918	university	20	https://en.wikipedia.org/wiki/University_of_Sunderland
Q10948482	en	Mandarin	common spoken language of administration of the Chinese empire during the Ming and Qing dynasties, later developing into Standard Chinese	Q34770	language	10	https://en.wikipedia.org/wiki/Mandarin_(late_imperial_lingua_franca)
Q10949828	en	Ache Yi	Sino-Tibetan language spoken in China	Q34770	language	6	https://en.wikipedia.org/wiki/Ache_Yi_language
Q10950308	en	Semimi	language	Q34770	language	8	https://en.wikipedia.org/wiki/Semimi_language
Q10950354	en	West Angal	language	Q34770	language	3	
Q10950421	en	Kisamo-Maya	language	Q34770	language	3	
Q10950633	en	Jenaama Bozo	language	Q34770	language	3	
Q10951226	en	Kaike	Sino-Tibetan language	Q34770	language	10	https://en.wikipedia.org/wiki/Kaike_language
Q10951553	en	East Angal	language	Q34770	language	3	
Q10951638	en	South Angal	language	Q34770	language	3	
Q109535	en	Zutphen	city in Zutphen, Netherlands	Q515	city	65	https://en.wikipedia.org/wiki/Zutphen
Q109537502	en	Khargi	Southwestern Iranian language of Iran	Q34770	language	4	https://en.wikipedia.org/wiki/Khargi_language
Q109545809	en	Lampungic	Southern Sumatran language family	Q34770	language	4	
Q1095608	en	Clarion	commercial, proprietary, 4GL, multi-paradigm, programming language and Integrated Development Environment	Q9143	programming language	11	https://en.wikipedia.org/wiki/Clarion_(programming_language)
Q10957277	en	Kamula	language	Q34770	language	5	https://en.wikipedia.org/wiki/Kamula_language
Q10958896	en	Polynesian	language of French Polynesia	Q34770	language	2	
Q10961003	en	Ngandyera	language	Q34770	language	4	
Q10961665	en	Sala	language	Q34770	language	2	
Q10961975	en	Kiyombe	Bantu language spoken in Angola, the Republic of Congo and the Democratic Republic of Congo	Q34770	language	6	
Q10962292	en	Nkangala	Bantu language of Angola, dialect of Mbunda language	Q34770	language	4	
Q10962298	en	Nyaneka	language	Q34770	language	9	https://en.wikipedia.org/wiki/Nyaneka_language
Q10962309	en	Mbowe	language	Q34770	language	7	https://en.wikipedia.org/wiki/Mbowe_language
Q10962316	en	Totela	language	Q34770	language	5	https://en.wikipedia.org/wiki/Totela_language
Q10962737	en	Mashi	Bantu language spoken in Zambia and Angola	Q34770	language	6	https://en.wikipedia.org/wiki/Mashi_language
Q10963134	en	Luimbi	language	Q34770	language	7	https://en.wikipedia.org/wiki/Luimbi_language
Q10964025	en	Mbe'	language	Q34770	language	6	https://en.wikipedia.org/wiki/Mb%C9%99%CA%BC_language
Q10973260	en	Dzùùngoo	language	Q34770	language	4	
Q10974017	en	Huarijio	Uto-Aztecan lanugage	Q34770	language	14	https://en.wikipedia.org/wiki/Huarijio_language
Q10974879	en	Kisamo-Matya	language	Q34770	language	2	
Q10975121	en	Cebaara	Senufo language	Q34770	language	11	https://en.wikipedia.org/wiki/Cebaara_language
Q10975286	en	Malawi Lomwe	language	Q34770	language	7	https://en.wikipedia.org/wiki/Malawi_Lomwe_language
Q10975356	en	Plapo Krumen	language	Q34770	language	2	
Q10975396	en	Hungana	language	Q34770	language	5	https://en.wikipedia.org/wiki/Hungana_language
Q10975611	en	Western Krahn	language	Q34770	language	6	https://en.wikipedia.org/wiki/Western_Krahn_language
Q10977626	en	Ikizu	Bantu language spoken in Tanzania	Q34770	language	7	https://en.wikipedia.org/wiki/Ikizu_language
Q10977716	en	Gilima	language	Q34770	language	2	
Q10977737	en	Itu Mbon Uzo	language	Q34770	language	4	
Q10990152	en	Ketengban	language in Indonesia	Q34770	language	10	https://en.wikipedia.org/wiki/Ketengban_language
Q10994953	en	Kehu	language in Indonesia	Q34770	language	12	https://en.wikipedia.org/wiki/Keuw_language
Q10997740	en	Kimbu	language	Q34770	language	3	https://en.wikipedia.org/wiki/Kimbu_language
Q10998997	en	Sizaki	language	Q34770	language	2	
Q110011	en	Kołobrzeg	city and urban gmina of Poland	Q515	city	68	https://en.wikipedia.org/wiki/Ko%C5%82obrzeg
Q11001650	en	Mbat	language of Nigeria	Q34770	language	3	
Q11001714	en	Southern Bobo Madaré	language	Q34770	language	3	
Q11001730	en	Lakota Dida		Q34770	language	2	
Q11001739	en	Lamja-Dengsa-Tola	language	Q34770	language	2	
Q11001779	en	Dombe	language	Q34770	language	4	
Q11001788	en	Dhaiso	language	Q34770	language	3	
Q11002185	en	Lonzo	language	Q34770	language	2	
Q11002210	en	Sunam	language	Q34770	language	6	https://en.wikipedia.org/wiki/Sunam_language
Q11002622	en	Manyawa	language	Q34770	language	2	
Q11002851	en	Etebi	language	Q34770	language	4	
Q11002891	en	Maindo	language	Q34770	language	4	
Q11002922	en	Togbo-Vara Banda	language	Q34770	language	2	
Q11003249	en	Mabaale	language	Q34770	language	3	
Q11003311	en	Toro So Dogon	language	Q34770	language	3	
Q11003401	en	Doondo	language	Q34770	language	3	
Q11003439	en	Dendi	language of the Central African Republic	Q34770	language	4	
Q11003832	en	luna	Luban languages	Q34770	language	8	https://en.wikipedia.org/wiki/Luna_language
Q11003859	en	Bagirmi Fulfulde	language	Q34770	language	4	https://en.wikipedia.org/wiki/Bagirmi_Fulfulde
Q11004163	en	Nigeria Mambila		Q34770	language	2	
Q11004218	en	Northern Dagara	language	Q34770	language	3	https://en.wikipedia.org/wiki/Northern_Dagara_language
Q11004334	en	Mahou	language	Q34770	language	3	
Q11004666	en	Limassa	language	Q34770	language	3	
Q11004988	en	Mbwela	language	Q34770	language	4	
Q11005332	en	Kinga	language	Q34770	language	4	
Q11005360	en	Shubi	Bantu language	Q34770	language	4	https://en.wikipedia.org/wiki/Shubi_language
Q11006056	en	Lolo	language	Q34770	language	2	
Q11006344	en	Kolum So Dogon	language	Q34770	language	2	
Q11006832	en	Manya	language	Q34770	language	3	
Q11007144	en	Phimbi	language	Q34770	language	3	
Q11008159	en	Makhuwa-Saka	language	Q34770	language	2	
Q11008162	en	Tchumbuli	language	Q34770	language	10	https://en.wikipedia.org/wiki/Tchumbuli_language
Q11008360	en	Kango-Sua	language	Q34770	language	2	
Q11008431	en	Suma	language	Q34770	language	2	
Q11008568	en	Ndobo	language	Q34770	language	2	
Q11008893	en	Yamongeri	language	Q34770	language	2	
Q11009194	en	Notre	language	Q34770	language	7	https://en.wikipedia.org/wiki/Notre_language
Q11009787	en	Jalkunan	language	Q34770	language	4	
Q11010149	en	Aka	language	Q34770	language	14	https://en.wikipedia.org/wiki/Aka_language
Q11010279	en	Nde-Gbite	language	Q34770	language	3	
Q11010783	en	Kerak	language	Q34770	language	3	
Q11011295	en	Gbaya-Bossangoa	language	Q34770	language	2	
Q11011389	en	Ija-Zuba	language	Q34770	language	2	
Q11011614	en	Likila	language	Q34770	language	2	
Q11011870	en	Fum	language	Q34770	language	3	
Q11011905	en	Moingi	language	Q34770	language	4	https://en.wikipedia.org/wiki/Moingi_language
Q11011951	en	Uda	language	Q34770	language	3	
Q11013108	en	Tembo	language	Q34770	language	3	
Q11015105	en	Gbagyi	language	Q34770	language	4	
Q11015189	en	Dugun	language	Q34770	language	3	
Q11015820	en	Sheni	language	Q34770	language	2	
Q11016572	en	Northern Nuni	language	Q34770	language	2	
Q11016905	en	Gimnime	language	Q34770	language	3	
Q11017275	en	Laalaa Bwamu	language	Q34770	language	8	https://en.wikipedia.org/wiki/L%C3%A1%C3%A1_L%C3%A1%C3%A1_Bwamu_language
Q11017443	en	Mbangi	language of the Central African Republic	Q34770	language	2	
Q11018863	en	Tene Kan Dogon	language	Q34770	language	2	
Q11018949	en	Shakara	language	Q34770	language	2	
Q11019169	en	Nkhumbi	language	Q34770	language	7	https://en.wikipedia.org/wiki/Nkumbi_language
Q11019185	en	Bete Guiberoua	language	Q34770	language	3	
Q11019342	en	Grebo-Gboloo	language	Q34770	language	2	
Q11020264	en	Sissala	language	Q34770	language	4	
Q110218	en	Mwanza	Lakeside City	Q515	city	67	https://en.wikipedia.org/wiki/Mwanza
Q11022615	en	Amblong	language	Q34770	language	6	https://en.wikipedia.org/wiki/Amblong_language
Q110245403	en	Srinagaria	Garhwali dialect of Uttarakhand, India	Q34770	language	3	https://en.wikipedia.org/wiki/Srinagaria_dialect
Q11024697	en	Baki	Oceanic language	Q34770	language	6	https://en.wikipedia.org/wiki/Baki_language
Q110251921	en	Gangadi	Garhwali dialect of Uttarakhand, India	Q34770	language	3	https://en.wikipedia.org/wiki/Gangari_dialect
Q110251938	en	Tehriyali	Garhwali dialect of Uttarakhand, India	Q34770	language	3	https://en.wikipedia.org/wiki/Tehriyali_dialect
Q110276967	en	Ciamis Sundanese	Sundanese varieties of Indonesia	Q34770	language	2	
Q11028619	en	Mashi	language spoken in Nigeria	Q34770	language	2	
Q11028905	en	Hamba	language	Q34770	language	2	
Q11028974	en	Southern Kissi	language	Q34770	language	3	
Q11029540	en	Wojenaka	language	Q34770	language	2	
Q11029738	en	Pelende	language	Q34770	language	2	
Q11030092	en	Takwane	language	Q34770	language	2	
Q11030685	en	Nyindu	language	Q34770	language	2	
Q11030947	en	Nathembo	language	Q34770	language	6	https://en.wikipedia.org/wiki/Nathembo_language
Q11031321	en	Bondoukou Kulango		Q34770	language	2	
Q11031936	en	Jeri Kuo	language	Q34770	language	3	
Q11031964	en	Mono	moribund Mbum language spoken by older adults in northern Cameroon	Q34770	language	8	https://en.wikipedia.org/wiki/Mono_language_(Cameroon)
Q11033316	en	Ngbaka Manza	language	Q34770	language	2	
Q11033658	en	Tumari Kanuri	language	Q34770	language	5	https://en.wikipedia.org/wiki/Tumari_Kanuri
Q11033939	en	Lese	Central Sudanic language	Q34770	language	8	https://en.wikipedia.org/wiki/Lese_language
Q11034212	en	East Limba	language	Q34770	language	3	
Q110413172	en	Rumelian Romani	Southern Romani dialect	Q34770	language	1	https://en.wikipedia.org/wiki/Rumelian_Romani
Q11042324	en	Kaamba		Q34770	language	5	
Q11043625	en	Tunxi dialect	language	Q34770	language	1	
Q11044246	en	Aribwaung	language	Q34770	language	5	https://en.wikipedia.org/wiki/Aribwaung_language
Q11044384	en	Yapunda	language	Q34770	language	6	https://en.wikipedia.org/wiki/Yapunda_language
Q11051591	en	Banda-Bambari	language	Q34770	language	4	
Q11052867	en	Guinea Kpelle	language	Q34770	language	3	
Q11055484	en	Toma	language	Q34770	language	2	
Q11056292	en	Malawi Sena	language	Q34770	language	4	
Q11057478	en	Ngongo	language	Q34770	language	2	
Q11061452	en	Bingzhou dialects	language	Q34770	language	2	
Q110639824	en	Bass Strait Pidgin	english-based pidgin language	Q34770	language	1	https://en.wikipedia.org/wiki/Bass_Strait_Pidgin
Q110653891	en	Pressburg dialect		Q34770	language	1	
Q1106819	en	CoffeeScript	programming language which compiles to JavaScript	Q9143	programming language	24	https://en.wikipedia.org/wiki/CoffeeScript
Q11072231	en	Zhiyan dialects	language	Q34770	language	3	https://en.wikipedia.org/wiki/Zhi-Yan_dialect
Q110732	en	Wałbrzych	city in Poland	Q515	city	70	https://en.wikipedia.org/wiki/Wa%C5%82brzych
